sub,time,trial,stim1,stim2,decision,RT_decision,val1,RT_val1,conf1,RT_conf1,val2,RT_val2,conf2,RT_conf2,conf_decision,RT_conf_decision
101,1.67884E+12,29,80,20,1,1.528,18,2.518,8,2.557,12,2.41,7,2.9,10,4.737
101,1.67884E+12,30,50,80,2,2.111,15,3.948,8,3.106,18,2.4,8,3.445,10,1.934
102,1.67884E+12,1,-50,-20,2,5.877,,,,,,,,,,
102,1.67884E+12,2,-20,-80,1,1.969,,,,,,,,,,
102,1.67884E+12,3,-50,-80,1,3.756,,,,,,,,,,
102,1.67884E+12,4,-80,-20,2,2.589,2,8.355,7,1.944,8,3.597,7,3.213,8,5.928
102,1.67884E+12,5,-80,-50,2,0.892,1,4.68,5,2.156,6,5.235,6,1.83,7,2.615
102,1.67884E+12,6,-20,-50,1,1.173,8,3.517,8,2.313,6,2.394,6,1.576,9,2.165
102,1.67884E+12,7,20,80,2,6.64,,,,,,,,,,
102,1.67884E+12,8,50,80,2,1.491,,,,,,,,,,
102,1.67884E+12,9,20,50,2,2.726,,,,,,,,,,
102,1.67884E+12,10,80,20,1,1.097,18,3.874,7,1.948,12,3.431,7,2.148,10,4.099
102,1.67884E+12,11,80,50,1,0.979,17,3.267,8,2.067,15,3.096,7,2.09,8,2.125
102,1.67884E+12,12,50,20,1,0.845,14,4.872,6,1.657,11,3.378,6,1.992,8,1.797
102,1.67884E+12,13,-80,50,1,1.092,,,,,,,,,,
102,1.67884E+12,14,20,-80,1,2.727,,,,,,,,,,
102,1.67884E+12,15,-20,20,2,1.246,,,,,,,,,,
102,1.67884E+12,16,-50,20,2,1.446,,,,,,,,,,
102,1.67884E+12,17,-50,80,2,1.266,,,,,,,,,,
102,1.67884E+12,18,-50,50,2,1.617,,,,,,,,,,
102,1.67884E+12,19,-80,80,2,1.419,,,,,,,,,,
102,1.67884E+12,20,-20,50,2,1.02,,,,,,,,,,
102,1.67884E+12,21,80,-20,1,1.122,,,,,,,,,,
102,1.67884E+12,22,50,-80,1,0.856,14,2.954,6,2.016,2,2.424,8,1.328,9,1.625
102,1.67884E+12,23,20,-20,1,0.712,12,2.66,6,1.864,7,2.41,6,1.196,9,2.313
102,1.67884E+12,24,80,-50,1,0.999,19,3.165,8,2.279,5,3.482,6,1.583,9,3
102,1.67884E+12,25,20,-50,1,1.063,12,2.403,7,2.394,6,2.79,8,2.229,8,1.544
102,1.67884E+12,26,80,-80,1,0.877,17,3.157,7,1.844,3,2.418,6,1.479,10,1.742
102,1.67884E+12,27,-20,80,2,0.76,8,3.077,8,1.698,20,2.729,7,1.562,10,1.529
102,1.67884E+12,28,-80,20,2,0.766,2,3.698,8,2.4,12,6.691,6,2.332,8,1.55
102,1.67884E+12,29,50,-20,1,0.766,15,2.737,7,2.298,8,3.33,5,1.081,9,1.664
102,1.67884E+12,30,50,-50,1,0.748,15,4.008,7,2.625,5,2.777,7,2.427,9,2.266
239,1.68438E+12,1,-50,-80,1,3.188,8,5.568,8,2.275,1,4.268,9,2.132,9,3.945
239,1.68438E+12,2,-80,-20,2,0.865,1,3.31,10,2.728,8,5.101,9,3.181,10,3.505
239,1.68438E+12,3,-20,-50,1,5.71,8,3.453,8,2.681,6,4.113,9,6.431,5,3.468
239,1.68438E+12,4,-20,-80,1,0.662,7,3.784,7,1.653,0,2.679,10,1.648,10,2.365
239,1.68438E+12,5,-80,-50,2,1.202,1,2.732,10,2.255,7,2.46,9,3.002,10,2.264
239,1.68438E+12,6,-50,-20,1,3.694,7,3.484,6,2.57,7,3.02,5,1.323,3,2.867
239,1.68438E+12,7,50,-20,1,0.841,16,4.03,10,2.647,6,5.947,9,1.815,10,2.306
239,1.68438E+12,8,-80,20,2,0.62,1,2.284,10,1.885,12,4.836,10,1.908,10,1.993
239,1.68438E+12,9,-50,80,2,2.973,6,4.139,5,2.107,19,3.157,10,1.795,10,1.848
239,1.68438E+12,10,50,-80,1,1.449,16,2.902,9,1.259,1,2.687,10,1.2,10,1.577
239,1.68438E+12,11,-50,50,2,0.82,7,3.156,7,1.402,16,3.664,10,1.668,10,3.079
239,1.68438E+12,12,20,-50,1,0.882,12,3.08,9,1.371,6,2.832,5,2.171,10,2.932
239,1.68438E+12,13,80,-20,1,0.782,19,2.672,10,2.212,7,2.921,7,1.317,10,2.218
239,1.68438E+12,14,80,-80,1,1.055,19,2.55,10,1.894,1,4.587,10,1.728,10,3.06
239,1.68438E+12,15,20,-20,1,0.842,12,3.227,9,4.051,7,2.396,8,1.514,10,1.989
239,1.68438E+12,16,50,-50,1,0.782,16,2.241,9,1.919,6,2.78,7,1.827,10,1.557
239,1.68438E+12,17,-20,20,2,0.906,7,3.898,5,2.867,12,2.143,10,1.546,10,2.3
239,1.68438E+12,18,-20,50,2,0.802,7,2.906,7,1.081,16,2.697,10,1.516,10,1.703
239,1.68438E+12,19,80,-50,1,0.968,19,2.64,10,1.542,7,2.063,8,2.167,10,1.732
239,1.68438E+12,20,-50,20,2,0.999,7,3.724,7,1.396,12,2.05,10,1.384,10,2.584
239,1.68438E+12,21,20,-80,1,0.802,12,1.762,10,1.685,1,2.286,10,1.382,10,1.411
239,1.68438E+12,22,-80,80,2,0.815,1,2.375,10,1.546,19,2.148,10,2.357,10,1.602
239,1.68438E+12,23,-20,80,2,0.55,7,3.171,7,1.072,19,2.476,10,1.628,10,2.045
239,1.68438E+12,24,-80,50,2,0.746,1,3.385,10,2.64,16,2.664,10,2.066,10,1.792
239,1.68438E+12,25,50,20,1,1.482,16,2.199,9,3.648,12,1.913,9,1.356,10,3.929
239,1.68438E+12,26,80,20,1,0.751,18,3.145,10,2.027,12,1.839,10,1.899,10,2.089
239,1.68438E+12,27,80,50,1,2.398,19,2.154,10,2.549,16,1.937,10,1.708,10,1.905
239,1.68438E+12,28,20,50,2,0.728,12,1.648,9,2.704,16,1.924,10,1.453,10,2.068
239,1.68438E+12,29,20,80,2,0.648,12,3.188,9,1.427,19,3.503,10,1.323,10,2.639
239,1.68438E+12,30,50,80,2,0.594,16,1.799,9,1.785,19,2.51,10,1.853,10,1.608
240,1.68438E+12,1,-50,-80,2,6.46,10,3.788,5,2.305,10,3.544,5,2.579,2,5.424
240,1.68438E+12,2,-20,-50,1,2.346,10,53.972,5,2.11,10,2.835,3,9.507,5,37.046
240,1.68438E+12,3,-80,-20,2,25.649,16,6.94,6,4.723,10,35.473,2,5.584,5,6.405
240,1.68438E+12,4,-50,-20,2,3.824,13,24.921,3,2.78,10,4.09,6,3.084,6,16.64
240,1.68438E+12,5,-20,-80,2,1.593,10,14.855,5,2.747,10,3.473,5,1.926,5,2.427
240,1.68438E+12,6,-80,-50,2,1.73,10,5.804,5,2.759,10,4.313,5,2.523,5,3.21
240,1.68438E+12,7,-80,20,2,3.615,10,4.205,5,3.377,10,7.392,5,4.59,5,2.546
240,1.68438E+12,8,-20,50,2,1.322,10,3.358,5,2.71,10,6.709,5,18.667,5,3.035
240,1.68438E+12,9,-80,50,2,1.64,10,3.158,5,2.825,10,2.603,5,2.254,5,3.125
240,1.68438E+12,10,50,-50,2,1.153,10,97.991,5,2.209,10,2.526,5,2.109,5,3.64
240,1.68438E+12,11,80,-50,2,1.378,10,4.79,5,2.258,10,2.73,5,2.078,5,2.735
240,1.68438E+12,12,80,-80,2,1.332,20,5.841,7,3.724,16,5.225,5,2.971,5,3.258
240,1.68438E+12,13,20,-50,1,2.371,10,3.841,5,2.625,10,2.7,5,2.759,7,6.283
240,1.68438E+12,14,-20,80,2,1.311,10,3.692,5,10.938,10,3.512,5,2.441,5,3.459
240,1.68438E+12,15,20,-20,2,1.671,10,2.972,5,4.625,10,8.578,5,2.794,5,2.343
240,1.68438E+12,16,20,-80,1,1.608,14,6.407,5,4.298,10,2.489,5,2.434,7,6.842
240,1.68438E+12,17,-20,20,2,1.36,10,7.826,5,1.842,10,1.927,5,2.032,6,3.078
240,1.68438E+12,18,50,-20,2,1.079,10,6.306,5,2.998,10,2.996,5,2.462,5,2.333
240,1.68438E+12,19,50,-80,1,0.829,16,5.056,5,2.095,10,1.784,5,1.875,7,3.973
240,1.68438E+12,20,-50,50,2,1.307,6,4.472,7,2.527,14,2.89,7,2.311,8,2.317
240,1.68438E+12,21,80,-20,1,2.01,10,7.306,5,4.441,10,2.473,5,1.965,5,2.006
240,1.68438E+12,22,-50,80,1,1.125,10,2.774,5,2.595,10,2.176,5,1.96,5,2.302
240,1.68438E+12,23,-80,80,1,1.178,10,2.575,5,1.663,10,2.84,5,2.509,5,3.951
240,1.68438E+12,24,-50,20,2,1.292,11,2.408,5,1.627,10,2.491,5,3.641,7,3.993
240,1.68438E+12,25,80,20,2,3.691,10,2.641,5,1.878,14,2.914,7,3.196,7,2.709
240,1.68438E+12,26,50,20,2,1.972,16,3.608,7,2.606,18,3.506,8,2.613,9,4.574
240,1.68438E+12,27,80,50,2,1.275,12,3.004,6,2.219,17,3.226,8,2.73,8,2.922
240,1.68438E+12,28,20,80,1,1.344,14,3.292,6,3.607,12,2.305,6,1.961,8,5.447
240,1.68438E+12,29,50,80,1,1.354,16,2.973,5,1.824,10,1.645,5,2.495,5,2.24
240,1.68438E+12,30,20,50,1,0.963,12,2.723,5,1.744,10,1.608,5,1.723,5,2.244
241,1.68438E+12,1,80,50,1,1.926,19,4.009,8,2.876,15,3.923,8,1.496,8,2.675
241,1.68438E+12,2,80,20,1,1.204,20,2.889,7,2.651,12,2.061,8,1.914,9,2.421
241,1.68438E+12,3,50,20,1,1.764,16,3.818,8,1.607,12,3.476,5,1.405,8,1.84
241,1.68438E+12,4,20,80,2,1.645,12,3.12,8,1.765,19,2.452,8,1.829,8,3.168
241,1.68438E+12,5,20,50,2,1.509,12,3.068,8,1.669,16,2.44,8,2.788,8,2.322
241,1.68438E+12,6,50,80,2,1.089,16,4.979,8,2.483,19,2.922,9,2.738,8,2.293
241,1.68438E+12,7,-80,-50,2,1.279,2,3.149,8,2.379,5,4.435,8,2.071,8,2.252
241,1.68438E+12,8,-80,-20,2,1.004,2,2.524,8,1.618,8,5.24,8,1.696,8,2.823
241,1.68438E+12,9,-20,-50,1,1.185,8,3.188,8,2.513,4,2.748,7,1.432,8,2.345
241,1.68438E+12,10,-20,-80,1,1.096,16,1.985,1,2.897,2,3.996,7,1.674,8,2.18
241,1.68438E+12,11,-50,-20,2,1.132,4,2.474,8,1.858,8,2.054,8,1.58,8,3.292
241,1.68438E+12,12,-50,-80,1,2.13,4,2.72,8,1.736,2,3.068,8,2.266,8,2.179
241,1.68438E+12,13,50,-80,1,2.71,16,5.31,8,2.299,2,3.041,8,1.859,8,2.749
241,1.68438E+12,14,20,-20,1,1.116,12,2.37,8,1.445,8,2.089,8,2.198,8,2.193
241,1.68438E+12,15,-50,80,2,1.403,4,5.217,8,1.985,19,2.745,8,2.258,10,2.057
241,1.68438E+12,16,-20,80,2,1.436,8,3.134,8,1.919,19,2.856,8,2,10,2.741
241,1.68438E+12,17,20,-80,1,1.632,12,3.387,8,3.673,2,3.825,8,2.495,10,2.181
241,1.68438E+12,18,20,-50,1,1.744,12,2.827,8,2.267,4,2.8,8,1.879,10,2.57
241,1.68438E+12,19,50,-50,1,1.739,16,2.678,7,1.651,4,2.503,8,1.757,10,2.47
241,1.68438E+12,20,50,-20,1,1.371,16,3.986,7,1.98,8,3.855,8,1.645,10,1.93
241,1.68438E+12,21,80,-80,1,1.482,20,2.507,8,2.564,2,2.588,8,2.079,10,1.776
241,1.68438E+12,22,-20,20,2,1.403,8,3.328,8,2.084,12,5.724,8,1.862,8,2.666
241,1.68438E+12,23,-50,50,2,1.337,4,3.5,8,2.047,16,3.924,8,2.207,8,2.127
241,1.68438E+12,24,-80,20,2,2.737,2,2.983,8,1.936,12,2.356,8,1.685,10,2.065
241,1.68438E+12,25,-80,80,2,0.896,2,2.797,8,1.959,19,2.461,8,4.943,10,1.803
241,1.68438E+12,26,-20,50,2,0.862,8,2.389,9,1.903,16,2.017,8,1.929,8,1.992
241,1.68438E+12,27,80,-20,1,1.08,19,2.727,8,1.838,8,2.766,8,2.269,9,2.78
241,1.68438E+12,28,-50,20,2,1.941,4,2.623,8,2.137,12,3.028,8,1.918,10,2.031
241,1.68438E+12,29,-80,50,2,1.007,2,2.48,8,1.83,16,2.565,8,1.962,10,2.098
241,1.68438E+12,30,80,-50,1,1.232,19,2.487,9,2.973,4,4.074,8,2.612,10,3.105
242,1.68438E+12,1,20,-80,1,1.609,14,6.299,5,1.676,2,2.585,3,1.488,8,3.154
242,1.68438E+12,2,-20,20,2,2.018,9,4.728,4,2.382,13,8.22,5,1.548,7,1.789
242,1.68438E+12,3,-80,80,2,1.001,3,12.424,2,1.394,18,4.922,4,1.509,8,1.723
242,1.68438E+12,4,-80,50,2,1.165,3,3.867,3,1.887,15,4.244,3,1.989,7,3.404
242,1.68438E+12,5,-50,20,2,1.163,4,6.963,4,1.627,11,5.268,4,5.426,7,2.473
242,1.68438E+12,6,50,-50,1,3.396,15,6.185,4,1.415,7,5.757,3,2.343,6,1.957
242,1.68438E+12,7,80,-20,1,1.04,18,6.381,3,3.437,8,4.516,4,1.181,6,1.603
242,1.68438E+12,8,-50,80,2,0.957,3,5.82,3,1.373,19,3.476,5,3.542,7,1.388
242,1.68438E+12,9,50,-20,1,1.114,17,11.167,4,1.675,7,3.756,3,1.906,6,1.208
242,1.68438E+12,10,-80,20,2,0.864,2,45.183,3,1.701,14,4.371,4,2.064,7,1.655
242,1.68438E+12,11,-20,50,2,0.949,10,5.816,3,2.538,16,5.96,3,2.11,6,1.799
242,1.68438E+12,12,20,-50,1,1.107,14,5.015,5,1.388,6,5.777,3,1.787,7,1.63
242,1.68438E+12,13,80,-80,1,0.946,20,5.83,5,1.661,1,2.782,4,1.755,7,2.016
242,1.68438E+12,14,-20,80,2,1,5,6.541,3,1.012,18,3.784,4,2.517,6,2.159
242,1.68438E+12,15,80,-50,1,0.708,19,3.095,4,1.479,4,3.262,2,2.741,8,1.436
242,1.68438E+12,16,20,-20,1,0.698,13,4.742,3,1.921,9,4.082,2,1.64,6,0.918
242,1.68438E+12,17,50,-80,1,0.867,16,5.281,4,1.751,1,2.517,4,1.495,7,1.004
242,1.68438E+12,18,-50,50,2,0.963,5,5.02,4,1.203,17,6.301,4,1.805,6,1.21
242,1.68438E+12,19,-20,-50,1,5.234,6,3.344,4,5.437,4,12.227,3,1.95,6,1.995
242,1.68438E+12,20,-80,-50,2,0.85,2,2.927,2,2.005,4,2.222,4,1.525,6,6.471
242,1.68438E+12,21,-80,-20,2,0.703,2,2.566,1,1.239,8,2.117,4,1.05,6,1.019
242,1.68438E+12,22,-20,-80,1,0.731,8,1.801,3,1.411,1,2.72,5,3.046,7,1.856
242,1.68438E+12,23,-50,-80,1,0.622,3,2.315,3,1.389,1,3.554,4,1.303,7,1.194
242,1.68438E+12,24,-50,-20,2,0.56,5,2.026,4,0.879,10,2.139,4,1.423,8,1.191
242,1.68438E+12,25,50,80,2,0.507,16,5.059,4,1.496,19,3.119,5,1.478,7,1.169
242,1.68438E+12,26,50,20,1,0.578,15,2.826,4,1.067,12,1.743,3,0.824,6,1.333
242,1.68438E+12,27,80,20,1,0.779,18,2.57,3,1.362,14,1.944,3,1.892,6,1.158
242,1.68438E+12,28,80,50,1,0.892,19,2.102,2,1.097,15,5.928,3,1.14,8,1.295
242,1.68438E+12,29,20,80,2,0.961,12,3.534,2,1.318,18,2.379,4,5.328,7,1.359
242,1.68438E+12,30,20,50,2,0.746,11,2.331,3,1.659,14,1.931,4,2.25,7,1.232
243,1.68438E+12,1,50,80,2,4.132,10,4.729,6,2.651,8,6.458,5,4.678,2,10.344
243,1.68438E+12,2,80,20,1,5.445,8,6.32,3,4.478,12,9.411,5,6.486,3,10.206
243,1.68438E+12,3,20,50,2,6.894,4,6.332,5,2.752,8,4.411,5,3.75,4,3.621
243,1.68438E+12,4,20,80,2,3.773,13,5.531,5,3.137,17,7.836,5,4.623,5,4.57
243,1.68438E+12,5,50,20,1,2.267,4,3.878,3,3.572,10,7.108,3,5.984,6,6.363
243,1.68438E+12,6,80,50,1,3.033,17,8.303,4,6.547,14,12.724,3,4.258,6,5.311
243,1.68438E+12,7,-80,-50,2,2.754,4,11.356,5,3.422,5,5.43,5,5.683,5,6.216
243,1.68438E+12,8,-50,-20,1,4.105,6,4.462,5,7.041,10,7.335,3,6.334,5,4.739
243,1.68438E+12,9,-20,-80,1,3.855,7,8.118,5,2.789,10,4.841,1,9.583,6,14.354
243,1.68438E+12,10,-80,-20,2,6.18,4,4.71,5,3.238,4,5.599,3,4.598,6,4.99
243,1.68438E+12,11,-50,-80,1,4.026,6,4.86,4,2.404,4,4.166,3,2.797,4,11.296
243,1.68438E+12,12,-20,-50,2,12.795,6,3.989,4,4.55,10,7.471,4,5.576,3,4.304
243,1.68438E+12,13,80,-20,1,5.86,16,8.915,5,5.019,6,4.654,7,4.341,5,6.255
243,1.68438E+12,14,20,-80,1,4.697,14,5.204,5,7.744,14,27.654,5,9.016,4,6.958
243,1.68438E+12,15,-20,50,1,3.583,6,8.377,3,11.807,16,8.205,4,30.21,0,32.558
243,1.68438E+12,16,-50,50,2,5.152,6,8.544,4,9.039,16,16.192,5,19.573,4,37.602
243,1.68438E+12,17,-50,80,1,2.3,6,6.049,5,3.141,18,9.756,6,5.461,4,9.113
243,1.68438E+12,18,20,-50,1,2.646,16,30.914,3,18.522,4,7.418,5,25.234,5,6.886
243,1.68438E+12,19,20,-20,1,4.035,13,15.136,7,4.353,6,30.042,4,4.632,4,5.946
243,1.68438E+12,20,50,-80,1,2.654,16,25.2,3,4.788,4,6.649,3,2.961,3,4.8
243,1.68438E+12,21,80,-80,1,2.692,16,8.273,5,10.753,4,6.733,3,4.681,5,8.711
243,1.68438E+12,22,80,-50,1,3.284,16,12.907,5,5.462,4,13.02,5,13.667,4,24.8
243,1.68438E+12,23,50,-20,1,3.624,8,5.012,5,3.872,8,7.12,4,4.878,4,3.812
243,1.68438E+12,24,-80,50,1,1.563,6,5.184,5,2.988,6,4.698,5,4.032,2,3.449
243,1.68438E+12,25,-50,20,1,2.532,6,5.833,3,7.189,6,3.512,3,3.184,4,4.568
243,1.68438E+12,26,-20,20,1,2.783,4,8.306,5,3.411,13,7.257,4,5.053,3,4.708
243,1.68438E+12,27,50,-50,2,1.498,6,5.757,5,2.505,10,2.772,6,5.302,3,4.697
243,1.68438E+12,28,-80,20,2,1.877,5,5.064,5,1.67,14,8.514,4,3.635,6,6.352
243,1.68438E+12,29,-80,80,1,4.593,10,3.647,5,3.038,7,9.108,5,4.928,3,9.701
243,1.68438E+12,30,-20,80,1,1.486,6,3.662,3,4.066,8,4.047,3,5.003,4,3.709
244,1.68438E+12,1,80,-50,2,6.495,12,6.92,1,1,9,5.225,8,0.733,1,2.072
244,1.68438E+12,2,80,-20,1,0.892,14,7.412,7,1.589,5,3.184,1,1.25,9,3.697
244,1.68438E+12,3,-80,80,1,2.351,15,6.285,7,1.845,7,2.681,3,2.516,8,1.717
244,1.68438E+12,4,-20,50,2,0.658,9,2.38,0,1.553,10,3.424,1,1.404,8,1.196
244,1.68438E+12,5,-80,50,1,0.507,14,4.158,2,1.047,6,2.084,8,0.999,6,1.314
244,1.68438E+12,6,20,-20,1,0.569,13,9.152,8,1.215,8,1.497,3,1.235,8,1.116
244,1.68438E+12,7,-50,50,2,0.443,2,2.32,10,0.918,10,2.028,0,1.902,2,1.658
244,1.68438E+12,8,20,-50,1,0.499,16,4.993,8,0.861,7,1.796,3,1.262,9,1.083
244,1.68438E+12,9,20,-80,2,0.448,12,7.585,8,0.854,6,1.55,2,3.229,0,3.604
244,1.68438E+12,10,-20,20,2,0.476,8,3.409,7,1.343,15,1.912,10,0.749,8,1.874
244,1.68438E+12,11,-80,20,1,0.465,10,2.252,8,0.872,6,1.706,10,0.739,10,1.503
244,1.68438E+12,12,50,-80,1,0.577,15,23.05,8,1.02,5,2.294,9,1.05,9,1.743
244,1.68438E+12,13,80,-80,1,1.165,14,8.876,8,1.034,12,1.823,7,0.677,0,1.709
244,1.68438E+12,14,-50,80,2,0.478,10,34.439,0,0.828,14,2.105,1,1.22,2,2.987
244,1.68438E+12,15,50,-20,1,0.639,16,10.286,9,1.465,5,2.058,9,0.895,9,0.722
244,1.68438E+12,16,-20,80,1,1.579,16,10.444,1,3.771,4,2.85,7,1.287,0,2.088
244,1.68438E+12,17,-50,20,2,2.622,14,11.001,10,0.938,12,2.138,10,1.274,9,2.109
244,1.68438E+12,18,50,-50,1,0.529,13,5.85,9,0.952,7,1.343,2,0.804,0,2.025
244,1.68438E+12,19,50,20,1,0.791,10,23.502,10,0.862,8,1.748,8,0.825,8,1.377
244,1.68438E+12,20,80,20,2,1.511,6,47.514,9,0.777,13,11.337,8,0.751,0,1.357
244,1.68438E+12,21,80,50,2,1.149,7,3.163,9,1.002,15,1.527,8,0.749,9,1.508
244,1.68438E+12,22,50,80,1,0.691,18,11.404,9,1.192,4,1.869,10,0.599,10,1.073
244,1.68438E+12,23,20,50,2,0.667,14,14.323,9,1.053,18,2.13,10,0.683,3,1.885
244,1.68438E+12,24,20,80,2,0.762,5,2.062,9,0.783,10,1.999,9,0.672,10,0.993
244,1.68438E+12,25,-80,-50,1,0.423,20,3.442,1,1.025,3,1.397,8,0.755,9,2.079
244,1.68438E+12,26,-50,-20,1,1.135,12,5.154,7,0.67,6,1.392,8,0.624,0,2.574
244,1.68438E+12,27,-20,-80,2,0.431,6,11.34,2,1.855,10,3.148,8,0.572,2,1.059
244,1.68438E+12,28,-50,-80,1,0.787,20,3.266,2,1.971,8,1.733,7,0.931,8,1.09
244,1.68438E+12,29,-80,-20,1,0.663,12,2.334,3,0.676,5,1.175,8,0.967,8,0.928
244,1.68438E+12,30,-20,-50,1,0.267,15,11.663,9,0.83,3,1.578,9,1.1,10,2.124
246,1.68438E+12,1,20,-50,1,1.763,16,3.985,8,1.083,4,3.405,8,1.338,9,4.199
246,1.68438E+12,2,-80,50,2,1.637,2,2.64,9,1.255,16,3.069,7,4.097,6,4.255
246,1.68438E+12,3,-50,80,2,0.714,4,2.324,9,1.158,20,2.777,7,1.979,5,1.695
246,1.68438E+12,4,20,-20,1,1.105,16,2.951,6,1.975,8,1.792,10,1.096,6,4.224
246,1.68438E+12,5,-80,20,2,0.658,2,6.112,8,1.42,14,2.414,8,0.944,8,1.667
246,1.68438E+12,6,-50,50,2,0.677,8,2.333,6,1.956,14,1.972,5,1.146,8,2.059
246,1.68438E+12,7,-80,80,2,0.642,0,4.558,9,2.016,20,2.416,9,1.963,5,3.751
246,1.68438E+12,8,50,-20,1,1.103,14,2.713,7,0.968,8,1.67,9,1.259,6,2.083
246,1.68438E+12,9,-20,80,2,0.877,8,2.463,10,1.153,20,2.921,9,1.245,6,1.233
246,1.68438E+12,10,80,-80,1,1.127,20,1.946,8,1.382,0,2.206,10,1.069,8,2.328
246,1.68438E+12,11,-20,20,2,0.863,8,1.913,9,1.022,12,2.04,10,0.968,10,1.016
246,1.68438E+12,12,20,-80,1,0.881,12,2.178,7,0.985,0,3.302,9,1.767,8,1.077
246,1.68438E+12,13,-50,20,2,0.851,4,3.08,9,0.74,13,1.557,8,1.15,8,0.904
246,1.68438E+12,14,80,-20,1,0.852,20,2.556,7,1.021,8,1.704,10,0.84,7,0.853
246,1.68438E+12,15,80,-50,1,0.956,20,2.214,7,1.416,4,2.091,9,0.866,7,1.183
246,1.68438E+12,16,50,-50,1,0.687,16,1.867,7,2.437,4,1.617,8,0.883,8,1.505
246,1.68438E+12,17,-20,50,2,0.793,8,1.741,8,1.258,17,1.653,6,1.085,8,2.933
246,1.68438E+12,18,50,-80,2,0.445,16,1.989,8,1.283,0,1.681,9,1.263,1,2.455
246,1.68438E+12,19,-50,-20,2,1.46,4,2.067,8,1.796,8,3.154,8,1.524,5,2.271
246,1.68438E+12,20,-50,-80,1,0.588,4,2.299,8,0.852,0,3.35,8,1.439,8,1.466
246,1.68438E+12,21,-80,-20,2,0.686,0,2.073,8,1.497,8,1.536,8,1.746,5,2.951
246,1.68438E+12,22,-20,-50,1,0.797,8,1.653,8,1.586,4,1.839,7,1.455,5,1.192
246,1.68438E+12,23,-80,-50,2,0.559,0,2.952,9,2.237,4,1.738,10,1.439,5,1.655
246,1.68438E+12,24,-20,-80,1,0.571,8,2.113,8,1.802,0,1.668,9,0.892,9,1.515
246,1.68438E+12,25,20,50,2,0.546,12,3.052,8,1.197,16,1.768,9,1.323,7,1.333
246,1.68438E+12,26,20,80,2,0.589,13,1.89,7,1.496,20,2.102,8,1.152,8,1.096
246,1.68438E+12,27,50,80,2,1.028,14,1.846,7,2.162,20,1.493,9,0.928,9,1.337
246,1.68438E+12,28,80,50,1,1.458,20,2.67,9,0.906,16,1.629,8,0.859,8,1.648
246,1.68438E+12,29,50,20,1,0.703,16,1.773,7,1.051,12,1.372,7,0.809,6,1.48
246,1.68438E+12,30,80,20,1,1.011,20,1.88,8,0.774,14,2.377,8,0.784,8,1.288
247,1.68438E+12,1,-50,-80,2,2.092,5,4.006,8,1.356,12,5.041,9,1.611,9,1.984
247,1.68438E+12,2,-80,-20,1,0.901,13,2.473,9,1.321,8,4.071,5,1.282,7,1.608
247,1.68438E+12,3,-20,-50,1,1.188,8,1.76,8,1.273,5,2.706,8,1.524,9,2.757
247,1.68438E+12,4,-50,-20,2,1.028,4,2.796,9,1.676,7,2.167,7,2.331,9,1.704
247,1.68438E+12,5,-80,-50,1,0.748,13,2.324,8,1.496,6,3.039,9,1.547,10,1.207
247,1.68438E+12,6,-20,-80,2,1.519,8,1.635,9,1.681,13,2.406,9,0.948,10,1.777
247,1.68438E+12,7,80,20,1,0.741,17,3.02,10,1.388,12,3.324,10,1.835,10,1.49
247,1.68438E+12,8,80,50,1,0.747,18,2.388,10,2.413,15,5.093,9,1.768,10,1.873
247,1.68438E+12,9,20,50,2,0.646,13,2.817,9,1.437,16,3.252,9,1.259,10,1.514
247,1.68438E+12,10,20,80,2,0.587,12,2.367,6,1.689,18,1.925,9,2.639,10,1.243
247,1.68438E+12,11,50,80,2,0.583,14,3.205,8,1.368,19,2.299,9,1.909,10,1.988
247,1.68438E+12,12,50,20,1,0.817,15,5.233,8,1.599,11,2.69,10,1.316,10,1.548
247,1.68438E+12,13,-20,50,2,1.158,7,1.927,8,1.216,16,2.939,8,1.403,10,1.985
247,1.68438E+12,14,-80,20,2,1.127,12,1.665,8,1.07,12,2.706,10,2.505,7,2.191
247,1.68438E+12,15,80,-80,1,0.885,18,2.283,10,1.103,12,2.675,9,1.917,10,1.175
247,1.68438E+12,16,-20,20,2,0.787,18,2.333,9,2.069,13,2.946,9,1.445,8,1.424
247,1.68438E+12,17,-80,50,2,0.674,12,2.181,6,0.982,16,2.172,9,1.165,10,1.277
247,1.68438E+12,18,20,-50,1,0.759,12,2.793,8,1.17,5,2.297,10,1.234,10,2.201
247,1.68438E+12,19,50,-50,1,0.715,16,2.456,8,1.705,6,2.33,9,1.22,10,1.215
247,1.68438E+12,20,80,-20,1,0.695,18,1.744,8,1.283,8,1.859,8,0.998,10,1.433
247,1.68438E+12,21,-50,80,2,0.91,5,2.305,9,1.787,17,1.835,9,1.138,10,1.216
247,1.68438E+12,22,50,-20,1,0.769,16,1.759,9,1.545,9,1.567,8,1.122,10,1.291
247,1.68438E+12,23,20,-20,1,0.707,12,2.042,9,1.212,8,1.747,9,1.432,10,1.222
247,1.68438E+12,24,-80,80,2,0.794,12,1.968,10,1.757,18,1.808,9,1.64,10,1.603
247,1.68438E+12,25,80,-50,1,0.635,17,2.422,10,0.938,5,1.983,9,1.196,10,1.333
247,1.68438E+12,26,-50,50,2,0.698,5,2.176,9,1.517,16,1.757,9,1.806,10,1.257
