sub,mean_stim,val,conf,RT_val,RT_conf,trial
89,-50,"[-10.0, -60.0, -70.0, -50.0, -60.0, -60.0, -50.0, -80.0, -40.0, -50.0]","[8.0, 3.0, 4.0, 3.0, 7.0, 2.0, 7.0, 8.0, 6.0, 7.0]","[5.709, 1.668, 12.684, 2.708, 3.557, 2.011, 3.812, 1.648, 2.2, 5.701]","[1.876, 2.743, 2.099, 8.71, 6.462, 2.034, 1.444, 1.335, 1.927, 1.053]","[3, 5, 9, 11, 14, 17, 20, 22, 27, 30, 32, 34, 39, 40, 44, 48, 51, 54, 56, 60]"
89,-20,"[-70.0, -80.0, -30.0, -20.0, -30.0, -20.0, -20.0, -30.0, 0.0, -10.0]","[8.0, 7.0, 9.0, 9.0, 8.0, 9.0, 5.0, 9.0, 5.0, 4.0]","[2.491, 4.808, 1.686, 27.994, 4.016, 4.666, 5.434, 2.37, 2.42, 1.612]","[1.667, 1.996, 1.574, 5.01, 2.32, 4.122, 1.306, 1.151, 1.029, 1.475]","[1, 6, 8, 10, 15, 16, 19, 23, 26, 29, 33, 35, 38, 42, 45, 46, 50, 53, 55, 58]"
89,20,"[20.0, 0.0, 20.0, 20.0, 20.0, 10.0, 10.0, 0.0, 10.0, 20.0]","[8.0, 2.0, 6.0, 9.0, 6.0, 6.0, 7.0, 5.0, 6.0, 9.0]","[3.717, 2.637, 3.892, 2.72, 2.105, 2.683, 2.474, 1.815, 2.222, 2.501]","[2.08, 2.453, 1.164, 1.314, 2.242, 1.491, 2.76, 1.065, 2.29, 1.116]","[1, 4, 8, 10, 13, 18, 19, 24, 25, 30, 32, 36, 37, 40, 45, 46, 50, 53, 55, 59]"
89,50,"[40.0, 80.0, 60.0, 70.0, 100.0, 40.0, 50.0, 50.0, 50.0, 60.0]","[5.0, 7.0, 7.0, 10.0, 8.0, 9.0, 7.0, 7.0, 8.0, 7.0]","[1.64, 2.343, 2.66, 2.756, 2.61, 3.016, 2.872, 3.076, 2.698, 1.998]","[5.786, 1.031, 7.57, 1.196, 1.549, 1.784, 1.821, 8.252, 1.424, 2.796]","[3, 5, 7, 11, 15, 16, 20, 22, 26, 28, 31, 35, 39, 41, 44, 48, 49, 52, 57, 58]"
89,80,"[-30.0, 60.0, 100.0, 80.0, 80.0, 100.0, 80.0, 80.0, 80.0, 60.0]","[7.0, 6.0, 10.0, 9.0, 8.0, 10.0, 10.0, 8.0, 9.0, 8.0]","[4.075, 3.036, 3.982, 2.308, 2.349, 4.533, 2.044, 3.119, 2.735, 5.451]","[2.18, 1.056, 1.544, 1.105, 1.027, 1.591, 1.333, 2.1, 1.854, 1.203]","[2, 6, 9, 12, 14, 17, 21, 23, 27, 29, 33, 34, 38, 42, 43, 47, 51, 54, 56, 60]"
90,-80,"[-30.0, -70.0, -60.0, -100.0, -100.0, -90.0, -90.0, -100.0, -100.0, -100.0]","[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5.127, 2.426, 4.032, 2.012, 6.647, 5.527, 4.514, 2.987, 2.017, 4.414]","[2.209, 3.255, 1.093, 1.33, 1.627, 3.794, 1.289, 1.273, 1.008, 1.66]","[2, 4, 8, 12, 14, 17, 20, 22, 26, 28, 31, 36, 37, 40, 45, 46, 50, 53, 56, 58]"
90,-50,"[-40.0, -30.0, -40.0, -20.0, -50.0, -40.0, -40.0, -50.0, 0.0, -50.0]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4.573, 3.652, 33.229, 3.723, 12.279, 2.406, 3.706, 3.445, 5.395, 3.002]","[1.502, 5.924, 1.38, 6.279, 1.854, 1.597, 1.253, 1.062, 1.37, 1.54]","[1, 5, 7, 11, 13, 16, 21, 24, 25, 29, 33, 34, 39, 42, 44, 48, 51, 54, 57, 59]"
90,-20,"[-50.0, -50.0, -40.0, -20.0, -20.0, -70.0, -40.0, 0.0, -60.0, -50.0]","[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4.645, 7.006, 7.312, 4.671, 24.313, 14.824, 5.784, 8.391, 1.856, 2.758]","[1.958, 1.478, 1.338, 1.174, 1.094, 1.344, 1.237, 1.225, 1.0, 1.164]","[3, 6, 9, 10, 15, 18, 19, 23, 27, 30, 32, 35, 38, 41, 43, 47, 49, 52, 55, 60]"
90,20,"[20.0, -60.0, -10.0, -30.0, -10.0, 20.0, 40.0, 30.0, 30.0, 20.0]","[5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 5.0, 5.0, 5.0, 6.0]","[5.637, 7.872, 6.601, 26.063, 2.605, 5.621, 2.727, 3.699, 4.981, 6.347]","[1.314, 1.004, 0.937, 0.992, 2.741, 2.901, 2.122, 3.966, 1.744, 1.502]","[3, 4, 7, 12, 15, 17, 20, 23, 25, 29, 31, 35, 38, 42, 45, 46, 49, 53, 56, 58]"
90,50,"[-70.0, -60.0, -50.0, -30.0, 50.0, 60.0, 60.0, 60.0, 30.0, 80.0]","[5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0, 6.0, 5.0, 6.0]","[8.19, 45.566, 12.538, 4.606, 17.519, 2.78, 3.44, 4.473, 4.061, 4.895]","[1.667, 1.085, 1.351, 1.298, 4.943, 4.131, 2.683, 1.855, 1.416, 1.587]","[2, 6, 9, 11, 14, 16, 19, 24, 26, 30, 32, 36, 39, 41, 43, 48, 51, 52, 55, 60]"
90,80,"[-80.0, -60.0, -60.0, -90.0, -90.0, 100.0, 100.0, 90.0, 80.0, 40.0]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 5.0]","[5.599, 17.312, 9.899, 3.516, 2.742, 2.743, 3.03, 3.388, 5.989, 3.969]","[2.421, 1.668, 1.093, 2.026, 3.394, 1.337, 1.273, 1.98, 1.801, 1.558]","[1, 5, 8, 10, 13, 18, 21, 22, 27, 28, 33, 34, 37, 40, 44, 47, 50, 54, 57, 59]"
91,-80,"[20.0, -40.0, 0.0, 0.0, -10.0, 20.0, -80.0, -60.0, -40.0, -30.0]","[4.0, 5.0, 6.0, 5.0, 7.0, 7.0, 6.0, 5.0, 5.0, 5.0]","[11.781, 3.532, 6.764, 3.598, 3.351, 6.596, 4.307, 3.328, 4.824, 3.827]","[5.884, 4.673, 3.205, 2.744, 2.424, 3.466, 2.808, 1.73, 2.054, 1.826]","[1, 5, 8, 11, 15, 16, 21, 24, 27, 30, 32, 34, 38, 41, 44, 46, 49, 54, 57, 59]"
91,-50,"[-30.0, 20.0, 0.0, 0.0, -40.0, -20.0, -20.0, -20.0, -40.0, -80.0]","[6.0, 4.0, 5.0, 4.0, 7.0, 7.0, 6.0, 5.0, 5.0, 5.0]","[5.316, 4.778, 2.808, 2.904, 4.021, 3.634, 4.358, 6.317, 6.195, 4.392]","[3.123, 3.013, 2.569, 2.708, 2.248, 3.675, 2.411, 2.052, 3.097, 2.821]","[3, 4, 7, 12, 14, 17, 19, 22, 26, 29, 33, 35, 39, 40, 43, 47, 50, 53, 56, 58]"
91,-20,"[0.0, 20.0, 0.0, 0.0, -20.0, -20.0, -40.0, 0.0, -80.0, -60.0]","[5.0, 5.0, 5.0, 4.0, 6.0, 7.0, 5.0, 5.0, 5.0, 5.0]","[2.826, 9.267, 2.47, 2.617, 5.058, 3.792, 4.184, 4.483, 3.276, 3.719]","[2.528, 2.29, 3.056, 2.587, 2.844, 2.922, 4.629, 3.624, 2.993, 2.431]","[2, 6, 9, 10, 13, 18, 20, 23, 25, 28, 31, 36, 37, 42, 45, 48, 51, 52, 55, 60]"
91,20,"[0.0, 70.0, 80.0, 80.0, 20.0, 40.0, 20.0, 60.0, 20.0, 30.0]","[5.0, 6.0, 8.0, 7.0, 6.0, 6.0, 6.0, 8.0, 8.0, 7.0]","[15.563, 2.967, 3.226, 3.196, 4.02, 3.012, 2.732, 2.71, 4.201, 6.137]","[2.306, 3.768, 2.231, 2.384, 2.824, 3.158, 2.324, 4.174, 2.865, 2.052]","[2, 5, 9, 10, 13, 16, 19, 24, 27, 29, 32, 36, 38, 42, 45, 46, 51, 54, 56, 59]"
91,50,"[20.0, 50.0, 50.0, 60.0, 40.0, 60.0, 60.0, 40.0, 60.0, 50.0]","[7.0, 7.0, 6.0, 6.0, 7.0, 6.0, 7.0, 6.0, 6.0, 8.0]","[4.677, 4.136, 3.773, 5.139, 4.999, 4.124, 3.99, 3.091, 2.494, 2.433]","[2.979, 2.01, 3.594, 2.471, 2.31, 2.611, 2.024, 2.865, 2.869, 3.146]","[3, 6, 7, 11, 14, 18, 20, 23, 25, 30, 31, 34, 37, 40, 43, 47, 50, 53, 57, 60]"
91,80,"[-20.0, 40.0, 0.0, 30.0, 40.0, 20.0, 60.0, 40.0, 60.0, 80.0]","[5.0, 6.0, 5.0, 6.0, 7.0, 7.0, 6.0, 7.0, 7.0, 8.0]","[12.151, 2.61, 3.164, 2.906, 4.147, 3.168, 3.097, 3.274, 2.923, 2.824]","[2.604, 3.711, 2.159, 2.558, 2.337, 2.173, 2.839, 2.353, 2.439, 2.911]","[1, 4, 8, 12, 15, 17, 21, 22, 26, 28, 33, 35, 39, 41, 44, 48, 49, 52, 55, 58]"
92,-80,"[-20.0, -90.0, -90.0, -80.0, -80.0, -80.0, -80.0, -90.0, -90.0, -90.0]","[4.0, 7.0, 4.0, 4.0, 2.0, 4.0, 3.0, 4.0, 4.0, 2.0]","[3.958, 2.278, 2.743, 6.351, 6.173, 12.271, 2.935, 2.502, 3.083, 3.832]","[5.192, 2.103, 1.81, 2.504, 6.755, 4.022, 2.205, 4.454, 1.834, 3.05]","[2, 6, 7, 11, 13, 18, 21, 24, 25, 29, 31, 35, 37, 41, 45, 47, 49, 54, 57, 59]"
92,-50,"[-40.0, -60.0, -50.0, -50.0, -40.0, -40.0, -50.0, -50.0, -50.0, -50.0]","[6.0, 5.0, 4.0, 5.0, 4.0, 3.0, 2.0, 2.0, 3.0, 4.0]","[4.153, 3.606, 3.169, 7.492, 5.093, 6.395, 6.632, 2.754, 3.805, 3.19]","[7.946, 4.435, 1.878, 1.745, 2.092, 2.539, 2.145, 1.746, 1.278, 2.3]","[3, 5, 9, 10, 15, 16, 20, 23, 27, 28, 32, 34, 39, 40, 44, 46, 50, 52, 56, 58]"
92,-20,"[-20.0, -10.0, -30.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -30.0]","[7.0, 4.0, 4.0, 3.0, 4.0, 5.0, 2.0, 3.0, 4.0, 4.0]","[4.515, 4.901, 6.508, 3.873, 5.207, 3.94, 4.544, 2.213, 2.4, 2.618]","[2.407, 6.605, 1.674, 2.429, 2.758, 2.514, 1.975, 1.283, 2.162, 1.838]","[1, 4, 8, 12, 14, 17, 19, 22, 26, 30, 33, 36, 38, 42, 43, 48, 51, 53, 55, 60]"
92,20,"[30.0, 30.0, 20.0, 30.0, 20.0, 10.0, 10.0, 20.0, 10.0, 50.0]","[7.0, 4.0, 4.0, 4.0, 4.0, 4.0, 6.0, 3.0, 5.0, 6.0]","[3.185, 2.927, 2.582, 2.216, 1.658, 2.664, 2.112, 2.97, 3.029, 8.739]","[1.598, 1.695, 1.647, 1.341, 1.449, 2.062, 3.941, 4.395, 2.879, 22.901]","[2, 6, 9, 12, 15, 17, 21, 22, 27, 29, 31, 35, 38, 41, 44, 48, 51, 52, 57, 58]"
92,50,"[40.0, 40.0, 50.0, 50.0, 50.0, 40.0, 40.0, 50.0, 30.0, 30.0]","[5.0, 7.0, 5.0, 4.0, 3.0, 5.0, 3.0, 6.0, 5.0, 7.0]","[5.623, 5.166, 4.415, 3.972, 1.647, 4.612, 2.575, 4.4, 1.885, 3.493]","[5.747, 1.753, 1.488, 2.158, 1.287, 1.606, 1.654, 5.279, 0.97, 7.227]","[1, 4, 7, 10, 14, 18, 20, 23, 25, 30, 33, 34, 37, 42, 43, 47, 50, 53, 56, 60]"
92,80,"[90.0, 90.0, 90.0, 90.0, 70.0, 70.0, 70.0, 90.0, 70.0, 70.0]","[7.0, 5.0, 3.0, 4.0, 4.0, 5.0, 5.0, 7.0, 4.0, 4.0]","[4.751, 2.315, 2.139, 1.904, 4.049, 3.375, 2.307, 2.629, 3.656, 21.215]","[2.708, 2.3, 2.413, 1.903, 1.646, 2.082, 2.011, 1.572, 1.436, 1.182]","[3, 5, 8, 11, 13, 16, 19, 24, 26, 28, 32, 36, 39, 40, 45, 46, 49, 54, 55, 59]"
93,-80,"[-40.0, -50.0, -30.0, -80.0, -40.0, -30.0, -70.0, -60.0, -80.0, -70.0]","[0.0, 2.0, 2.0, 0.0, 3.0, 0.0, 2.0, 1.0, 0.0, 0.0]","[3.422, 2.145, 1.895, 3.135, 2.226, 2.336, 1.504, 2.726, 1.755, 2.033]","[1.371, 1.446, 2.153, 0.975, 2.549, 1.464, 1.56, 1.195, 1.699, 1.267]","[1, 6, 7, 12, 14, 18, 19, 23, 26, 28, 32, 35, 39, 41, 45, 46, 50, 52, 55, 60]"
93,-50,"[-80.0, -90.0, -70.0, -50.0, -100.0, -50.0, -50.0, -100.0, -40.0, -60.0]","[1.0, 2.0, 2.0, 5.0, 1.0, 3.0, 0.0, 0.0, 1.0, 0.0]","[2.86, 4.163, 1.954, 1.918, 3.175, 2.242, 3.573, 2.23, 1.961, 1.613]","[1.413, 2.127, 1.472, 1.79, 2.441, 2.028, 1.127, 1.858, 1.988, 2.028]","[3, 4, 8, 11, 13, 16, 20, 22, 25, 30, 33, 34, 38, 42, 44, 47, 51, 53, 56, 59]"
93,-20,"[-50.0, -50.0, -80.0, -40.0, -50.0, -60.0, -80.0, -70.0, -60.0, -80.0]","[4.0, 0.0, 2.0, 2.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0]","[2.264, 3.346, 1.978, 2.296, 1.951, 2.129, 3.006, 2.464, 3.183, 2.914]","[1.548, 1.267, 1.795, 1.221, 1.413, 2.276, 1.166, 1.6, 1.591, 1.571]","[2, 5, 9, 10, 15, 17, 21, 24, 27, 29, 31, 36, 37, 40, 43, 48, 49, 54, 57, 58]"
93,20,"[40.0, 50.0, 50.0, 30.0, 30.0, 20.0, 20.0, 10.0, 40.0, 30.0]","[6.0, 1.0, 4.0, 2.0, 4.0, 5.0, 7.0, 0.0, 1.0, 1.0]","[5.109, 5.061, 3.117, 1.916, 1.938, 4.269, 1.741, 3.861, 4.554, 2.715]","[2.151, 4.814, 1.669, 1.984, 1.541, 1.468, 3.924, 1.285, 3.771, 2.309]","[2, 6, 9, 11, 15, 18, 19, 24, 27, 28, 32, 35, 37, 42, 43, 47, 51, 54, 56, 58]"
93,50,"[50.0, 30.0, 20.0, 30.0, 20.0, 30.0, 20.0, 30.0, 20.0, 30.0]","[8.0, 5.0, 7.0, 5.0, 0.0, 5.0, 1.0, 0.0, 1.0, 2.0]","[4.587, 5.3, 2.785, 2.564, 1.671, 2.321, 2.756, 3.595, 2.447, 1.765]","[3.432, 1.874, 2.153, 1.635, 1.659, 1.25, 1.999, 1.683, 2.524, 1.676]","[3, 5, 7, 10, 13, 17, 21, 23, 26, 30, 31, 34, 38, 40, 44, 48, 49, 52, 55, 59]"
93,80,"[90.0, 60.0, 40.0, 20.0, 30.0, 100.0, 60.0, 20.0, 20.0, 100.0]","[10.0, 4.0, 2.0, 0.0, 5.0, 0.0, 6.0, 1.0, 1.0, 0.0]","[4.788, 4.715, 2.872, 2.177, 2.218, 2.945, 2.555, 2.632, 3.065, 3.218]","[1.444, 1.902, 2.57, 3.008, 1.251, 2.425, 1.389, 1.547, 2.593, 1.16]","[1, 4, 8, 12, 14, 16, 20, 22, 25, 29, 33, 36, 39, 41, 45, 46, 50, 53, 57, 60]"
94,-80,"[-80.0, -80.0, -80.0, -80.0, -80.0, -90.0, -80.0, -90.0, -90.0, -100.0]","[9.0, 9.0, 8.0, 8.0, 8.0, 9.0, 6.0, 6.0, 5.0, 3.0]","[4.781, 3.782, 3.427, 4.331, 5.215, 8.972, 3.761, 2.44, 2.455, 3.234]","[4.497, 1.951, 1.41, 3.168, 1.574, 1.695, 1.43, 1.797, 1.654, 1.502]","[2, 4, 9, 10, 13, 18, 20, 23, 27, 30, 33, 35, 37, 41, 44, 47, 50, 54, 55, 58]"
94,-50,"[-40.0, -40.0, -60.0, -30.0, -50.0, -40.0, -60.0, -50.0, -50.0, -60.0]","[7.0, 6.0, 6.0, 7.0, 5.0, 4.0, 3.0, 6.0, 5.0, 2.0]","[5.481, 2.707, 4.44, 3.256, 4.394, 2.842, 4.901, 2.585, 2.76, 2.623]","[2.577, 2.69, 5.184, 1.518, 1.406, 2.579, 1.422, 1.505, 1.212, 1.513]","[3, 5, 8, 11, 15, 16, 19, 24, 26, 28, 31, 34, 39, 42, 43, 48, 49, 53, 57, 60]"
94,-20,"[-20.0, -30.0, -10.0, -40.0, -20.0, -30.0, -20.0, -10.0, -10.0, -20.0]","[7.0, 6.0, 4.0, 9.0, 5.0, 4.0, 4.0, 4.0, 7.0, 3.0]","[6.778, 4.533, 2.552, 1.996, 2.337, 2.748, 2.691, 5.818, 2.483, 6.587]","[1.942, 2.327, 2.383, 3.553, 1.698, 3.173, 2.009, 1.865, 2.435, 2.708]","[1, 6, 7, 12, 14, 17, 21, 22, 25, 29, 32, 36, 38, 40, 45, 46, 51, 52, 56, 59]"
94,20,"[30.0, 30.0, 30.0, 30.0, 20.0, 20.0, 10.0, 20.0, 20.0, 20.0]","[9.0, 4.0, 5.0, 5.0, 3.0, 3.0, 2.0, 5.0, 3.0, 4.0]","[2.924, 2.744, 1.909, 2.908, 4.144, 2.458, 3.894, 3.364, 2.582, 2.51]","[2.059, 3.704, 1.37, 1.299, 1.665, 2.934, 1.662, 1.414, 1.201, 2.098]","[3, 6, 8, 10, 14, 17, 19, 23, 27, 28, 32, 36, 37, 41, 43, 48, 49, 54, 56, 58]"
94,50,"[40.0, 60.0, 40.0, 60.0, 50.0, 40.0, 80.0, 50.0, 50.0, 50.0]","[6.0, 5.0, 5.0, 4.0, 3.0, 3.0, 5.0, 5.0, 4.0, 5.0]","[3.551, 6.826, 4.964, 2.481, 4.951, 6.17, 2.591, 2.222, 3.325, 2.287]","[2.274, 3.376, 1.538, 1.619, 1.416, 3.852, 3.718, 1.525, 2.659, 1.651]","[2, 4, 9, 11, 15, 18, 21, 24, 26, 29, 33, 34, 38, 40, 45, 47, 50, 52, 55, 60]"
94,80,"[80.0, 90.0, 80.0, 80.0, 80.0, 100.0, 90.0, 80.0, 90.0, 80.0]","[5.0, 5.0, 5.0, 5.0, 2.0, 2.0, 4.0, 5.0, 5.0, 5.0]","[5.43, 2.531, 2.563, 2.349, 3.462, 1.72, 3.199, 4.388, 3.234, 3.207]","[2.021, 1.278, 1.391, 1.297, 1.25, 1.402, 1.463, 1.673, 2.549, 1.759]","[1, 5, 7, 12, 13, 16, 20, 22, 25, 30, 31, 35, 39, 42, 44, 46, 51, 53, 57, 59]"
95,-80,"[-30.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[9.0, 10.0, 9.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0]","[4.435, 1.825, 1.45, 1.627, 1.66, 1.892, 1.873, 2.517, 1.495, 1.494]","[1.135, 1.47, 1.279, 1.885, 1.511, 2.191, 1.359, 1.039, 2.016, 1.296]","[2, 5, 7, 12, 13, 18, 20, 24, 25, 30, 31, 34, 38, 41, 43, 46, 50, 53, 56, 60]"
95,-50,"[-50.0, -70.0, -70.0, -70.0, -70.0, -70.0, -70.0, -80.0, -70.0, -70.0]","[8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0]","[4.045, 2.251, 3.022, 1.749, 1.992, 1.773, 2.389, 1.646, 2.632, 2.677]","[2.068, 2.621, 1.102, 1.103, 1.199, 1.295, 1.847, 1.63, 1.231, 1.407]","[3, 4, 9, 11, 15, 17, 19, 22, 27, 29, 33, 36, 39, 42, 45, 48, 49, 52, 55, 58]"
95,-20,"[-20.0, -30.0, -40.0, -40.0, -40.0, -40.0, -40.0, -60.0, -40.0, -40.0]","[9.0, 9.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0]","[3.719, 1.91, 1.977, 2.199, 5.288, 2.035, 4.24, 4.921, 1.905, 2.547]","[1.189, 1.958, 3.061, 1.119, 1.247, 1.887, 1.469, 2.439, 1.022, 1.383]","[1, 6, 8, 10, 14, 16, 21, 23, 26, 28, 32, 35, 37, 40, 44, 47, 51, 54, 57, 59]"
95,20,"[20.0, 40.0, 20.0, 40.0, 30.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[10.0, 8.0, 7.0, 10.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0]","[3.905, 5.547, 5.282, 1.747, 2.497, 3.531, 1.536, 1.531, 3.052, 1.624]","[1.27, 1.311, 2.048, 1.28, 1.31, 1.278, 1.87, 1.213, 1.135, 1.454]","[2, 6, 7, 11, 14, 18, 20, 23, 27, 29, 32, 35, 38, 42, 43, 47, 49, 52, 55, 58]"
95,50,"[40.0, 70.0, 60.0, 60.0, 50.0, 50.0, 60.0, 60.0, 60.0, 40.0]","[10.0, 8.0, 8.0, 9.0, 7.0, 8.0, 7.0, 9.0, 6.0, 9.0]","[4.828, 1.928, 2.808, 1.77, 2.508, 4.019, 2.464, 1.532, 1.859, 4.633]","[1.302, 1.967, 1.493, 1.654, 1.117, 1.813, 1.495, 2.126, 1.495, 1.438]","[3, 5, 8, 10, 15, 17, 21, 22, 26, 30, 31, 34, 37, 41, 44, 48, 51, 53, 56, 60]"
95,80,"[20.0, 100.0, 100.0, 90.0, 70.0, 80.0, 80.0, 90.0, 100.0, 100.0]","[10.0, 5.0, 8.0, 9.0, 7.0, 8.0, 9.0, 10.0, 6.0, 6.0]","[7.172, 2.663, 3.426, 2.516, 1.987, 3.334, 2.155, 1.589, 2.521, 2.608]","[2.334, 2.206, 1.054, 1.511, 1.783, 2.95, 1.302, 1.222, 1.839, 7.174]","[1, 4, 9, 12, 13, 16, 19, 24, 25, 28, 33, 36, 39, 40, 45, 46, 50, 54, 57, 59]"
96,-80,"[20.0, 80.0, 50.0, 40.0, 10.0, 40.0, -60.0, -90.0, -100.0, -80.0]","[5.0, 7.0, 6.0, 5.0, 6.0, 5.0, 3.0, 4.0, 5.0, 5.0]","[3.689, 3.488, 7.002, 15.318, 2.335, 1.817, 3.885, 3.888, 3.002, 8.584]","[31.993, 2.696, 2.893, 2.277, 1.608, 2.18, 2.439, 2.031, 3.142, 2.395]","[3, 5, 8, 11, 14, 18, 20, 23, 27, 30, 32, 35, 39, 41, 45, 46, 51, 53, 55, 59]"
96,-50,"[40.0, 20.0, 60.0, 60.0, 60.0, 40.0, 60.0, -50.0, -70.0, -60.0]","[5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 4.0, 4.0, 2.0, 7.0]","[2.563, 2.315, 3.846, 3.012, 5.338, 22.253, 4.58, 4.152, 13.836, 11.503]","[2.544, 3.39, 2.88, 2.355, 2.527, 2.345, 1.397, 2.156, 2.258, 4.644]","[1, 4, 7, 10, 15, 16, 19, 24, 25, 29, 33, 36, 37, 40, 44, 47, 49, 54, 56, 60]"
96,-20,"[70.0, 10.0, 20.0, 20.0, 10.0, 30.0, -30.0, 20.0, -30.0, -70.0]","[3.0, 5.0, 5.0, 6.0, 4.0, 6.0, 3.0, 2.0, 3.0, 6.0]","[3.885, 3.269, 2.188, 3.681, 12.818, 2.03, 3.985, 2.035, 12.046, 2.452]","[2.108, 1.775, 3.114, 2.208, 3.229, 4.024, 6.213, 2.043, 3.426, 2.575]","[2, 6, 9, 12, 13, 17, 21, 22, 26, 28, 31, 34, 38, 42, 43, 48, 50, 52, 57, 58]"
96,20,"[60.0, 40.0, 40.0, 20.0, 30.0, 10.0, 20.0, 10.0, 20.0, 0.0]","[8.0, 5.0, 4.0, 4.0, 4.0, 7.0, 5.0, 4.0, 4.0, 8.0]","[4.253, 3.429, 3.199, 2.118, 4.563, 3.468, 4.3, 2.702, 2.152, 7.336]","[1.557, 3.777, 2.171, 3.024, 2.243, 4.09, 1.806, 1.891, 2.625, 2.262]","[1, 5, 8, 10, 15, 16, 20, 24, 27, 28, 33, 36, 38, 41, 44, 46, 50, 52, 55, 59]"
96,50,"[60.0, 40.0, 20.0, 20.0, 30.0, 30.0, 60.0, 50.0, 40.0, 40.0]","[2.0, 5.0, 5.0, 4.0, 6.0, 4.0, 7.0, 5.0, 5.0, 4.0]","[5.002, 3.901, 3.986, 3.163, 3.452, 3.479, 4.967, 2.221, 2.886, 4.901]","[1.194, 2.214, 1.464, 2.005, 3.147, 1.362, 2.154, 2.063, 2.616, 2.327]","[3, 6, 9, 12, 14, 18, 21, 22, 26, 29, 32, 34, 39, 42, 45, 48, 51, 53, 56, 58]"
96,80,"[40.0, 20.0, 80.0, 80.0, 80.0, 70.0, 80.0, 80.0, 90.0, 80.0]","[6.0, 5.0, 8.0, 8.0, 8.0, 8.0, 7.0, 9.0, 7.0, 5.0]","[3.861, 2.433, 5.453, 3.069, 2.601, 4.05, 3.213, 9.236, 4.403, 3.201]","[4.689, 1.715, 1.815, 2.722, 1.193, 1.93, 2.162, 1.458, 3.079, 1.46]","[2, 4, 7, 11, 13, 17, 19, 23, 25, 30, 31, 35, 37, 40, 43, 47, 49, 54, 57, 60]"
97,-80,"[-20.0, -60.0, -60.0, -100.0, -30.0, -40.0, -10.0, -20.0, -20.0, 0.0]","[5.0, 6.0, 6.0, 6.0, 7.0, 5.0, 10.0, 3.0, 4.0, 10.0]","[2.946, 8.026, 2.701, 4.207, 3.907, 3.095, 3.081, 3.284, 3.076, 2.634]","[4.005, 2.961, 3.448, 2.054, 3.94, 2.427, 2.21, 3.018, 2.433, 2.223]","[3, 5, 7, 12, 14, 17, 21, 23, 25, 30, 32, 36, 37, 41, 45, 47, 50, 53, 57, 59]"
97,-50,"[-80.0, -40.0, -40.0, -40.0, -20.0, -20.0, -10.0, -20.0, -40.0, -20.0]","[7.0, 5.0, 6.0, 6.0, 5.0, 6.0, 0.0, 3.0, 3.0, 5.0]","[6.966, 3.549, 3.275, 3.118, 3.384, 3.385, 5.84, 3.309, 2.805, 4.887]","[2.497, 3.052, 3.548, 3.348, 2.128, 2.024, 2.751, 2.136, 2.625, 1.645]","[1, 4, 8, 11, 13, 16, 20, 22, 26, 29, 33, 34, 38, 40, 43, 48, 51, 52, 55, 60]"
97,-20,"[-40.0, -30.0, -40.0, -50.0, 0.0, -50.0, -10.0, -50.0, -20.0, 0.0]","[7.0, 6.0, 7.0, 6.0, 4.0, 6.0, 4.0, 3.0, 4.0, 10.0]","[3.089, 5.856, 3.111, 3.874, 3.071, 3.42, 2.602, 3.003, 2.241, 4.069]","[3.059, 2.363, 2.657, 2.206, 3.473, 2.69, 1.864, 2.219, 2.422, 2.209]","[2, 6, 9, 10, 15, 18, 19, 24, 27, 28, 31, 35, 39, 42, 44, 46, 49, 54, 56, 58]"
97,20,"[70.0, 20.0, 40.0, 10.0, 10.0, 50.0, 20.0, 90.0, 30.0, 20.0]","[7.0, 2.0, 2.0, 3.0, 1.0, 5.0, 10.0, 2.0, 7.0, 8.0]","[3.522, 2.936, 2.904, 3.115, 3.246, 3.21, 3.182, 4.008, 3.405, 3.061]","[1.913, 2.153, 2.089, 2.212, 2.087, 2.907, 2.055, 2.611, 1.852, 2.382]","[3, 4, 8, 11, 13, 16, 19, 24, 25, 28, 33, 36, 37, 40, 45, 46, 51, 52, 55, 58]"
