sub,cohort,time,trial,trial_type,mean_stim,actual_stim,val,RT_val,conf,RT_conf,rank
95,1,1678835049130,17,reward,50,50,60.0,2.808,8.0,1.493,3.0
95,1,1678835103225,22,reward,50,40,60.0,1.77,9.0,1.654,4.0
95,1,1678835196712,30,reward,50,30,50.0,2.508,7.0,1.117,5.0
95,1,1678835243627,34,reward,50,30,50.0,4.019,8.0,1.813,6.0
95,1,1678835327468,41,reward,50,50,60.0,2.464,7.0,1.495,7.0
95,1,1678835405904,48,reward,50,50,60.0,1.532,9.0,2.126,8.0
95,1,1678835451088,53,reward,50,60,60.0,1.859,6.0,1.495,9.0
95,1,1678835538264,60,reward,50,60,40.0,4.633,9.0,1.438,10.0
96,1,1678835131778,6,reward,50,30,60.0,5.002,2.0,1.194,1.0
96,1,1678835187295,12,reward,50,60,40.0,3.901,5.0,2.214,2.0
96,1,1678835247730,18,reward,50,40,20.0,3.986,5.0,1.464,3.0
96,1,1678835278946,22,reward,50,50,20.0,3.163,4.0,2.005,4.0
96,1,1678835348181,29,reward,50,60,30.0,3.452,6.0,3.147,5.0
96,1,1678835397148,34,reward,50,70,30.0,3.479,4.0,1.362,6.0
96,1,1678835485171,42,reward,50,50,60.0,4.967,7.0,2.154,7.0
96,1,1678835558820,48,reward,50,60,50.0,2.221,5.0,2.063,8.0
96,1,1678835597239,53,reward,50,50,40.0,2.886,5.0,2.616,9.0
96,1,1678835642770,58,reward,50,30,40.0,4.901,4.0,2.327,10.0
97,1,1678835775633,6,reward,50,30,60.0,3.019,10.0,2.154,1.0
97,1,1678835827547,12,reward,50,50,-50.0,3.059,8.0,2.207,2.0
97,1,1678835878961,18,reward,50,40,20.0,2.578,3.0,2.028,3.0
97,1,1678835905077,22,reward,50,50,10.0,2.891,3.0,1.865,4.0
97,1,1678835981474,30,reward,50,50,60.0,2.557,7.0,2.021,5.0
97,1,1678836025338,35,reward,50,70,60.0,2.391,9.0,2.295,6.0
97,1,1678836078201,41,reward,50,50,60.0,2.88,10.0,1.866,7.0
97,1,1678836129683,47,reward,50,30,50.0,2.389,9.0,2.783,8.0
97,1,1678836176663,53,reward,50,50,50.0,2.883,10.0,2.518,9.0
97,1,1678836238842,60,reward,50,50,50.0,2.27,8.0,3.181,10.0
98,1,1678836213878,5,reward,50,60,50.0,3.947,3.0,3.577,1.0
98,1,1678836250746,10,reward,50,40,40.0,2.486,7.0,1.705,2.0
98,1,1678836319146,17,reward,50,60,50.0,3.696,7.0,2.223,3.0
98,1,1678836370280,23,reward,50,50,60.0,3.06,7.0,3.319,4.0
98,1,1678836406680,28,reward,50,30,50.0,2.778,7.0,2.229,5.0
98,1,1678836461947,34,reward,50,40,60.0,3.396,4.0,1.592,6.0
98,1,1678836509663,40,reward,50,50,50.0,2.472,5.0,1.542,7.0
98,1,1678836572631,47,reward,50,60,50.0,3.739,5.0,1.583,8.0
98,1,1678836609430,52,reward,50,50,50.0,3.081,4.0,2.574,9.0
98,1,1678836657981,58,reward,50,50,50.0,5.309,6.0,2.023,10.0
99,1,1678836754516,5,reward,50,70,30.0,6.194,6.0,2.604,1.0
99,1,1678836809808,11,reward,50,50,80.0,4.94,8.0,2.103,2.0
99,1,1678836887645,18,reward,50,60,50.0,2.941,7.0,2.569,3.0
99,1,1678836928239,23,reward,50,50,50.0,3.074,6.0,2.437,4.0
99,1,1678837000361,30,reward,50,40,50.0,2.808,8.0,3.188,5.0
99,1,1678837059251,36,reward,50,60,50.0,3.217,7.0,2.663,6.0
99,1,1678837118642,42,reward,50,40,70.0,2.857,7.0,3.327,7.0
99,1,1678837145304,46,reward,50,50,50.0,3.579,6.0,3.08,8.0
99,1,1678837223642,54,reward,50,50,50.0,3.05,6.0,3.018,9.0
99,1,1678837268785,59,reward,50,30,50.0,3.68,6.0,3.294,10.0
100,1,1678836288842,5,reward,20,20,50.0,4.987,5.0,1.488,1.0
100,1,1678836324251,11,reward,20,30,10.0,2.536,9.0,1.343,2.0
100,1,1678836361213,17,reward,20,10,90.0,2.055,3.0,1.558,3.0
100,1,1678836398555,24,reward,20,0,40.0,3.16,3.0,1.286,4.0
100,1,1678836421855,29,reward,20,20,20.0,1.793,10.0,1.285,5.0
100,1,1678836462505,36,reward,20,10,20.0,2.01,5.0,1.454,6.0
100,1,1678836497064,42,reward,20,40,70.0,1.611,7.0,3.303,7.0
100,1,1678836511206,46,reward,20,20,30.0,4.174,10.0,1.486,8.0
100,1,1678836549938,53,reward,20,20,20.0,4.363,8.0,1.522,9.0
100,1,1678836589230,60,reward,20,30,30.0,1.881,10.0,3.843,10.0
101,1,1678836904490,6,reward,20,20,-10.0,2.367,8.0,2.798,1.0
101,1,1678836954282,12,reward,20,20,-20.0,2.011,8.0,1.9,2.0
101,1,1678836983341,16,reward,20,30,-10.0,2.554,8.0,1.689,3.0
101,1,1678837033300,22,reward,20,0,-20.0,3.615,8.0,1.552,4.0
101,1,1678837092751,29,reward,20,30,-20.0,2.082,8.0,1.751,5.0
101,1,1678837135750,34,reward,20,20,-30.0,2.367,7.0,3.26,6.0
101,1,1678837184393,40,reward,20,30,-20.0,2.783,9.0,1.881,7.0
101,1,1678837232770,46,reward,20,40,-20.0,2.711,8.0,2.506,8.0
101,1,1678837287691,53,reward,20,10,-20.0,1.89,8.0,1.723,9.0
101,1,1678837326459,58,reward,20,10,-20.0,3.404,8.0,1.729,10.0
102,1,1678842479451,6,reward,20,20,10.0,3.296,7.0,2.281,1.0
102,1,1678842520455,11,reward,20,30,30.0,3.89,7.0,4.395,2.0
102,1,1678842583698,18,reward,20,20,20.0,4.268,8.0,1.629,3.0
102,1,1678842615786,22,reward,20,30,30.0,8.708,7.0,2.023,4.0
102,1,1678842683427,29,reward,20,20,20.0,5.323,5.0,1.63,5.0
102,1,1678842746802,36,reward,20,30,40.0,2.017,6.0,2.591,6.0
102,1,1678842774437,40,reward,20,10,30.0,2.72,5.0,1.307,7.0
102,1,1678842834111,47,reward,20,20,10.0,2.285,6.0,1.528,8.0
102,1,1678842889251,54,reward,20,0,30.0,3.03,6.0,1.58,9.0
102,1,1678842933989,60,reward,20,40,40.0,2.022,5.0,0.856,10.0
239,2,1684378798784,1,reward,20,30,40.0,2.86,5.0,5.813,1.0
239,2,1684378856766,6,reward,20,40,30.0,1.933,8.0,2.087,2.0
239,2,1684378902247,12,reward,20,20,30.0,2.042,9.0,1.992,3.0
239,2,1684378952510,18,reward,20,20,20.0,2.485,9.0,1.313,4.0
239,2,1684378998909,24,reward,20,10,20.0,2.932,10.0,1.292,5.0
239,2,1684379048623,30,reward,20,20,20.0,2.846,9.0,1.737,6.0
239,2,1684379092437,35,reward,20,20,20.0,3.105,7.0,3.11,7.0
239,2,1684379149384,41,reward,20,30,20.0,2.933,10.0,3.654,8.0
239,2,1684379203980,47,reward,20,30,20.0,3.16,9.0,1.921,9.0
239,2,1684379244577,52,reward,20,10,30.0,3.461,8.0,1.765,10.0
239,2,1684379307159,59,reward,20,20,20.0,2.757,8.0,2.208,11.0
240,2,1684379067894,3,reward,20,0,100.0,3.655,3.0,3.092,1.0
240,2,1684379093944,5,reward,20,10,100.0,3.341,6.0,1.82,2.0
240,2,1684379152244,11,reward,20,10,0.0,4.492,5.0,1.907,3.0
240,2,1684379200511,16,reward,20,20,20.0,5.697,7.0,2.714,4.0
240,2,1684379275861,24,reward,20,40,20.0,3.523,6.0,1.818,5.0
240,2,1684379323378,29,reward,20,20,100.0,3.523,2.0,2.877,6.0
240,2,1684379532144,36,reward,20,10,70.0,5.52,2.0,2.56,7.0
240,2,1684379570277,40,reward,20,40,100.0,4.533,3.0,5.56,8.0
240,2,1684379683145,48,reward,20,30,100.0,5.992,0.0,5.724,9.0
240,2,1684379718845,52,reward,20,20,40.0,8.705,6.0,4.345,10.0
240,2,1684379805245,60,reward,20,20,100.0,4.758,1.0,2.161,11.0
241,2,1684379204178,2,reward,20,20,50.0,3.138,7.0,2.422,1.0
241,2,1684379225898,4,reward,20,20,20.0,3.04,8.0,1.666,2.0
241,2,1684379302701,12,reward,20,10,30.0,2.341,8.0,2.101,3.0
241,2,1684379332232,16,reward,20,20,30.0,2.573,9.0,1.953,4.0
241,2,1684379392928,23,reward,20,30,30.0,2.029,9.0,2.858,5.0
241,2,1684379459770,30,reward,20,10,30.0,5.626,8.0,1.796,6.0
241,2,1684379515436,36,reward,20,20,20.0,2.016,8.0,1.685,7.0
241,2,1684379557727,41,reward,20,20,20.0,2.985,8.0,1.912,8.0
241,2,1684379617607,48,reward,20,40,20.0,2.665,8.0,1.989,9.0
241,2,1684379666360,54,reward,20,20,60.0,1.871,8.0,3.61,10.0
241,2,1684379703854,59,reward,20,30,20.0,3.048,8.0,1.49,11.0
242,2,1684378379393,1,reward,20,40,60.0,12.849,3.0,2.425,1.0
242,2,1684378442179,4,reward,20,10,40.0,2.951,6.0,1.901,2.0
242,2,1684378539543,12,reward,20,20,40.0,2.107,5.0,2.089,3.0
242,2,1684378623208,18,reward,20,20,30.0,10.51,4.0,3.432,4.0
242,2,1684378688011,24,reward,20,0,40.0,7.188,3.0,1.209,5.0
242,2,1684378743767,29,reward,20,10,20.0,9.72,5.0,2.862,6.0
242,2,1684378837748,35,reward,20,10,0.0,25.138,4.0,2.276,7.0
242,2,1684378907750,41,reward,20,40,30.0,3.853,3.0,1.372,8.0
242,2,1684378966271,47,reward,20,20,40.0,4.826,6.0,1.772,9.0
242,2,1684379086247,54,reward,20,30,20.0,4.671,3.0,1.014,10.0
242,2,1684379112825,58,reward,20,0,30.0,3.906,4.0,1.325,11.0
243,2,1684378442268,3,reward,20,0,60.0,6.312,7.0,7.592,1.0
243,2,1684378521800,6,reward,20,30,40.0,20.634,4.0,2.895,2.0
243,2,1684378603548,12,reward,20,20,40.0,6.958,7.0,3.22,3.0
243,2,1684378636333,16,reward,20,20,60.0,5.0,5.0,3.143,4.0
243,2,1684378729892,23,reward,20,20,20.0,10.387,7.0,6.07,5.0
243,2,1684378820168,30,reward,20,10,40.0,8.683,4.0,2.842,6.0
243,2,1684378857435,34,reward,20,20,0.0,4.351,5.0,3.931,7.0
243,2,1684378952943,41,reward,20,20,60.0,3.768,7.0,3.274,8.0
243,2,1684379055298,48,reward,20,40,20.0,5.992,7.0,3.32,9.0
243,2,1684379121901,54,reward,20,30,50.0,3.668,7.0,2.886,10.0
243,2,1684379152038,58,reward,20,20,0.0,3.774,8.0,5.277,11.0
244,2,1684379252517,2,reward,20,40,80.0,2.077,10.0,0.97,1.0
244,2,1684379284456,6,reward,20,30,40.0,1.253,10.0,0.88,2.0
244,2,1684379304643,11,reward,20,20,30.0,1.394,10.0,0.69,3.0
244,2,1684379343069,17,reward,20,0,20.0,1.865,8.0,0.724,4.0
244,2,1684379372577,23,reward,20,30,20.0,1.057,10.0,0.953,5.0
244,2,1684379418581,30,reward,20,20,40.0,1.668,8.0,0.925,6.0
244,2,1684379437293,34,reward,20,20,70.0,2.245,5.0,2.094,7.0
244,2,1684379479127,41,reward,20,40,30.0,1.844,8.0,1.316,8.0
244,2,1684379524146,48,reward,20,20,90.0,1.186,0.0,2.604,9.0
244,2,1684379550097,54,reward,20,10,30.0,1.328,8.0,0.8,10.0
244,2,1684379564235,58,reward,20,10,40.0,1.689,10.0,1.685,11.0
246,2,1684378421882,2,reward,20,30,40.0,2.843,7.0,2.574,1.0
246,2,1684378467931,6,reward,20,20,40.0,2.543,6.0,1.16,2.0
246,2,1684378519161,12,reward,20,20,60.0,2.756,5.0,2.043,3.0
246,2,1684378548101,16,reward,20,40,20.0,3.133,5.0,1.546,4.0
246,2,1684378610277,23,reward,20,10,40.0,2.015,5.0,1.224,5.0
246,2,1684378671121,30,reward,20,30,40.0,2.071,8.0,1.292,6.0
246,2,1684378715786,35,reward,20,40,40.0,2.169,2.0,2.335,7.0
246,2,1684378755772,40,reward,20,10,20.0,3.031,3.0,2.17,8.0
246,2,1684378817164,47,reward,20,20,20.0,1.613,3.0,1.08,9.0
246,2,1684378874377,54,reward,20,10,70.0,3.627,5.0,3.088,10.0
246,2,1684378920409,60,reward,20,30,50.0,1.495,7.0,1.911,11.0
247,2,1684378798205,2,reward,20,40,30.0,2.277,5.0,2.546,1.0
247,2,1684378814790,4,reward,20,0,30.0,4.576,8.0,0.991,2.0
247,2,1684378861843,12,reward,20,20,60.0,1.422,8.0,1.559,3.0
247,2,1684378885496,17,reward,20,30,20.0,1.542,5.0,1.404,4.0
247,2,1684378919876,24,reward,20,20,40.0,2.391,5.0,0.842,5.0
247,2,1684378954548,30,reward,20,10,30.0,1.934,8.0,1.007,6.0
247,2,1684378982792,35,reward,20,10,40.0,1.819,8.0,1.444,7.0
247,2,1684379015774,42,reward,20,20,50.0,1.851,8.0,0.813,8.0
247,2,1684379045538,48,reward,20,0,30.0,2.134,7.0,0.871,9.0
247,2,1684379064188,53,reward,20,20,20.0,1.796,7.0,0.908,10.0
247,2,1684379087251,58,reward,20,20,20.0,3.892,7.0,0.866,11.0
248,2,1684378461272,2,reward,20,10,20.0,2.418,6.0,1.766,1.0
248,2,1684378497245,6,reward,20,20,10.0,2.995,8.0,1.986,2.0
248,2,1684378533613,12,reward,20,20,20.0,2.254,8.0,5.415,3.0
248,2,1684378554981,16,reward,20,0,10.0,4.791,5.0,1.663,4.0
248,2,1684378586454,22,reward,20,40,20.0,1.451,6.0,2.296,5.0
248,2,1684378620336,28,reward,20,30,30.0,3.222,8.0,1.577,6.0
248,2,1684378691949,36,reward,20,10,30.0,5.286,8.0,5.153,7.0
248,2,1684378710568,40,reward,20,30,10.0,1.825,4.0,4.023,8.0
248,2,1684378751616,46,reward,20,40,0.0,8.795,3.0,2.761,9.0
248,2,1684378806736,54,reward,20,20,10.0,2.187,2.0,2.911,10.0
248,2,1684378832778,59,reward,20,30,20.0,4.321,9.0,3.328,11.0
249,2,1684379321817,3,reward,20,30,80.0,2.453,3.0,1.695,1.0
249,2,1684379332520,4,reward,20,20,50.0,2.416,2.0,1.608,2.0
249,2,1684379393802,11,reward,20,10,30.0,2.168,2.0,1.894,3.0
249,2,1684379453718,18,reward,20,20,50.0,2.421,2.0,1.685,4.0
249,2,1684379500547,24,reward,20,10,50.0,2.367,2.0,1.751,5.0
249,2,1684379526704,28,reward,20,40,50.0,1.786,2.0,1.983,6.0
249,2,1684379601491,36,reward,20,30,50.0,1.772,2.0,1.823,7.0
249,2,1684379653520,42,reward,20,20,30.0,2.002,3.0,1.695,8.0
249,2,1684379701033,48,reward,20,20,30.0,1.838,3.0,2.015,9.0
249,2,1684379730308,52,reward,20,20,30.0,1.725,2.0,6.677,10.0
249,2,1684379783838,59,reward,20,10,30.0,1.796,3.0,1.486,11.0
250,2,1684381321359,1,reward,20,20,30.0,3.916,6.0,1.478,1.0
250,2,1684381417809,6,reward,20,20,70.0,2.999,7.0,2.322,2.0
250,2,1684381455124,11,reward,20,40,30.0,1.653,7.0,1.681,3.0
250,2,1684381499724,16,reward,20,30,20.0,1.594,5.0,1.553,4.0
250,2,1684381558326,23,reward,20,0,40.0,2.219,7.0,1.394,5.0
250,2,1684381606841,29,reward,20,10,20.0,2.118,8.0,1.463,6.0
250,2,1684381739222,36,reward,20,20,20.0,2.245,6.0,1.609,7.0
250,2,1684381804691,42,reward,20,30,40.0,1.882,7.0,1.211,8.0
250,2,1684382018268,46,reward,20,10,20.0,2.494,6.0,1.556,9.0
250,2,1684382066452,52,reward,20,20,20.0,1.574,6.0,1.691,10.0
250,2,1684382120120,59,reward,20,20,30.0,1.7,7.0,1.027,11.0
251,2,1684378611959,1,reward,20,30,20.0,6.297,2.0,7.57,1.0
251,2,1684378668317,5,reward,20,10,40.0,2.529,5.0,1.256,2.0
251,2,1684378706685,10,reward,20,10,20.0,4.045,8.0,1.761,3.0
251,2,1684378780970,17,reward,20,30,10.0,6.817,7.0,1.622,4.0
251,2,1684378839896,23,reward,20,20,30.0,6.649,4.0,1.636,5.0
251,2,1684378875830,28,reward,20,20,20.0,3.429,6.0,1.412,6.0
251,2,1684378952431,36,reward,20,20,20.0,1.786,4.0,3.677,7.0
251,2,1684378980169,40,reward,20,0,20.0,1.886,5.0,1.884,8.0
251,2,1684379039895,47,reward,20,30,10.0,2.597,5.0,1.208,9.0
251,2,1684379089606,53,reward,20,30,20.0,2.878,5.0,1.712,10.0
251,2,1684379140852,59,reward,20,10,20.0,2.769,7.0,1.41,11.0
253,2,1684378900249,1,reward,20,30,-50.0,2.185,3.0,2.461,1.0
253,2,1684378921079,4,reward,20,20,-30.0,1.546,7.0,1.287,2.0
253,2,1684378949154,10,reward,20,20,-40.0,1.276,7.0,0.983,3.0
253,2,1684378983139,16,reward,20,40,-50.0,2.765,6.0,2.532,4.0
253,2,1684379012812,22,reward,20,30,-60.0,1.49,6.0,3.58,5.0
253,2,1684379045679,28,reward,20,20,-20.0,3.833,4.0,1.841,6.0
253,2,1684379079381,34,reward,20,20,-50.0,1.998,5.0,1.575,7.0
253,2,1684379117270,41,reward,20,20,-70.0,1.501,8.0,1.563,8.0
253,2,1684379140816,46,reward,20,10,-20.0,2.628,7.0,2.21,9.0
253,2,1684379177934,53,reward,20,10,-30.0,1.266,9.0,1.995,10.0
253,2,1684379213288,60,reward,20,30,-10.0,1.534,8.0,1.051,11.0
254,2,1684378869797,3,reward,20,20,20.0,6.954,4.0,1.612,1.0
254,2,1684378881464,4,reward,20,20,20.0,2.521,10.0,2.409,2.0
254,2,1684378961967,12,reward,20,10,30.0,2.645,8.0,2.479,3.0
254,2,1684378994669,16,reward,20,0,20.0,3.679,8.0,2.77,4.0
254,2,1684379092203,24,reward,20,20,40.0,8.192,6.0,2.333,5.0
254,2,1684379151590,30,reward,20,10,10.0,6.525,6.0,2.571,6.0
254,2,1684379209308,36,reward,20,10,20.0,6.73,9.0,1.907,7.0
254,2,1684379262960,42,reward,20,30,10.0,1.743,6.0,1.115,8.0
254,2,1684379316309,48,reward,20,40,30.0,5.222,7.0,1.056,9.0
254,2,1684379371478,54,reward,20,20,10.0,2.482,10.0,0.945,10.0
254,2,1684379418997,60,reward,20,20,0.0,1.732,9.0,1.263,11.0
256,2,1684378877651,3,reward,20,40,20.0,8.019,5.0,13.984,1.0
256,2,1684378892100,4,reward,20,20,40.0,3.771,3.0,3.739,2.0
256,2,1684378997412,12,reward,20,30,40.0,7.523,4.0,2.775,3.0
256,2,1684379029527,16,reward,20,10,80.0,4.497,4.0,3.055,4.0
256,2,1684379090107,22,reward,20,30,50.0,6.713,4.0,3.752,5.0
256,2,1684379158538,29,reward,20,20,30.0,2.992,5.0,2.478,6.0
256,2,1684379203036,34,reward,20,30,20.0,3.609,6.0,2.242,7.0
256,2,1684379284314,42,reward,20,10,30.0,2.675,7.0,4.278,8.0
256,2,1684379336746,48,reward,20,20,20.0,2.634,6.0,3.151,9.0
256,2,1684379366861,52,reward,20,20,20.0,5.858,7.0,2.91,10.0
256,2,1684379446373,60,reward,20,40,10.0,2.754,6.0,3.222,11.0
257,2,1684380210228,2,reward,20,40,30.0,5.089,1.0,1.801,1.0
257,2,1684380241843,5,reward,20,20,70.0,2.222,10.0,1.31,2.0
257,2,1684380294870,12,reward,20,20,50.0,1.668,9.0,1.678,3.0
257,2,1684380321877,16,reward,20,10,40.0,1.994,9.0,1.994,4.0
257,2,1684380362385,22,reward,20,10,40.0,1.875,9.0,1.459,5.0
257,2,1684380403449,28,reward,20,30,30.0,1.773,9.0,1.058,6.0
257,2,1684380454189,34,reward,20,10,20.0,1.637,9.0,1.053,7.0
257,2,1684380519274,42,reward,20,20,20.0,1.643,9.0,1.187,8.0
257,2,1684380563961,48,reward,20,30,10.0,2.64,9.0,1.138,9.0
257,2,1684380597681,52,reward,20,20,20.0,11.01,9.0,2.268,10.0
257,2,1684380654262,59,reward,20,20,20.0,1.658,9.0,2.023,11.0
259,2,1684378829302,3,reward,20,40,40.0,3.187,3.0,2.147,1.0
259,2,1684378851607,5,reward,20,20,60.0,3.362,3.0,2.166,2.0
259,2,1684378913569,11,reward,20,30,60.0,4.343,3.0,1.306,3.0
259,2,1684378970220,18,reward,20,20,50.0,5.458,3.0,1.198,4.0
259,2,1684378991213,22,reward,20,10,20.0,2.323,3.0,3.692,5.0
259,2,1684379072159,30,reward,20,20,10.0,11.369,3.0,1.239,6.0
259,2,1684379131360,36,reward,20,20,10.0,2.362,4.0,3.139,7.0
259,2,1684379171059,41,reward,20,40,10.0,3.279,4.0,3.003,8.0
259,2,1684379244310,48,reward,20,20,20.0,3.935,3.0,6.398,9.0
259,2,1684379293459,53,reward,20,20,0.0,3.389,4.0,2.878,10.0
259,2,1684379400368,60,reward,20,30,20.0,2.113,3.0,1.847,11.0
260,2,1684381713809,3,reward,20,30,60.0,2.629,8.0,1.36,1.0
260,2,1684381738217,6,reward,20,0,50.0,1.786,8.0,2.291,2.0
260,2,1684381758110,11,reward,20,10,60.0,1.427,8.0,1.157,3.0
260,2,1684381790041,17,reward,20,20,50.0,2.615,8.0,1.325,4.0
260,2,1684381814318,22,reward,20,10,50.0,3.021,8.0,1.125,5.0
260,2,1684381856589,30,reward,20,40,60.0,1.425,9.0,2.094,6.0
260,2,1684381874050,34,reward,20,30,60.0,2.008,9.0,1.509,7.0
260,2,1684381916879,41,reward,20,20,60.0,4.676,8.0,1.42,8.0
260,2,1684381937022,46,reward,20,40,70.0,1.654,8.0,1.594,9.0
260,2,1684381966433,52,reward,20,10,70.0,1.484,8.0,0.814,10.0
260,2,1684381990887,58,reward,20,30,80.0,1.719,9.0,2.688,11.0
261,2,1684382724817,1,reward,20,20,20.0,4.704,0.0,1.937,1.0
261,2,1684382773117,5,reward,20,40,20.0,2.519,5.0,1.377,2.0
261,2,1684382808267,10,reward,20,20,40.0,2.612,2.0,1.511,3.0
261,2,1684382858284,16,reward,20,30,60.0,2.527,0.0,1.022,4.0
261,2,1684382902851,22,reward,20,10,20.0,1.421,1.0,1.038,5.0
261,2,1684382975302,30,reward,20,30,40.0,2.629,1.0,1.172,6.0
261,2,1684383026119,36,reward,20,30,20.0,5.205,1.0,1.135,7.0
261,2,1684383064803,41,reward,20,20,40.0,1.65,1.0,0.876,8.0
261,2,1684383100037,46,reward,20,10,20.0,2.805,0.0,1.372,9.0
261,2,1684383162220,54,reward,20,30,20.0,1.318,1.0,0.908,10.0
261,2,1684383203071,60,reward,20,20,60.0,1.436,1.0,0.669,11.0
262,2,1684386033189,2,reward,20,20,90.0,2.972,7.0,1.413,1.0
262,2,1684386055076,5,reward,20,10,20.0,2.309,9.0,0.925,2.0
262,2,1684386095232,12,reward,20,20,30.0,2.926,7.0,1.405,3.0
262,2,1684386116144,16,reward,20,30,20.0,3.669,10.0,1.813,4.0
262,2,1684386160807,23,reward,20,20,80.0,2.046,10.0,1.265,5.0
262,2,1684386187050,29,reward,20,20,0.0,1.173,9.0,1.205,6.0
262,2,1684386232451,36,reward,20,20,10.0,3.106,10.0,1.264,7.0
262,2,1684386251404,40,reward,20,20,0.0,3.761,10.0,1.178,8.0
262,2,1684386298647,48,reward,20,40,10.0,1.729,9.0,1.401,9.0
262,2,1684386327922,54,reward,20,20,20.0,1.758,8.0,0.948,10.0
262,2,1684386352094,59,reward,20,20,30.0,3.743,9.0,0.858,11.0
82,1,1678834956272,6,reward,20,0,10.0,1.151,5.0,0.687,1.0
82,1,1678834988470,12,reward,20,20,40.0,2.013,5.0,1.123,2.0
82,1,1678835004173,16,reward,20,20,20.0,2.173,6.0,0.747,3.0
82,1,1678835046337,24,reward,20,20,50.0,2.267,7.0,0.725,4.0
82,1,1678835068694,29,reward,20,40,10.0,1.775,6.0,1.853,5.0
82,1,1678835104453,36,reward,20,40,40.0,2.315,7.0,0.728,6.0
82,1,1678835128928,41,reward,20,10,0.0,1.856,8.0,1.704,7.0
82,1,1678835158153,47,reward,20,20,10.0,1.94,8.0,1.101,8.0
82,1,1678835181672,52,reward,20,20,20.0,1.347,10.0,0.946,9.0
82,1,1678835219193,60,reward,20,20,30.0,1.573,10.0,1.101,10.0
84,1,1678834702470,4,reward,20,30,20.0,2.947,4.0,2.454,1.0
84,1,1678834753020,10,reward,20,20,10.0,2.388,6.0,2.837,2.0
84,1,1678834822271,18,reward,20,20,20.0,1.617,6.0,1.281,3.0
84,1,1678834849156,22,reward,20,10,20.0,4.134,5.0,1.254,4.0
84,1,1678834908288,29,reward,20,10,30.0,1.773,6.0,2.308,5.0
84,1,1678834986137,36,reward,20,30,10.0,4.185,7.0,1.678,6.0
84,1,1678835015304,40,reward,20,10,10.0,2.053,4.0,2.29,7.0
84,1,1678835126905,48,reward,20,30,50.0,2.316,6.0,42.899,8.0
84,1,1678835159639,53,reward,20,20,-20.0,1.966,5.0,2.072,9.0
84,1,1678835205805,58,reward,20,20,40.0,4.398,6.0,2.4,10.0
85,1,1678834773100,6,reward,20,40,20.0,2.124,10.0,2.017,1.0
85,1,1678834798603,10,reward,20,20,20.0,3.258,9.0,1.726,2.0
85,1,1678834880695,18,reward,20,20,100.0,4.399,0.0,2.272,3.0
85,1,1678834907397,22,reward,20,30,20.0,2.496,2.0,2.395,4.0
85,1,1678834956103,28,reward,20,10,20.0,2.874,5.0,1.885,5.0
85,1,1678835014199,34,reward,20,10,0.0,5.083,9.0,2.106,6.0
85,1,1678835101392,42,reward,20,20,20.0,8.552,2.0,2.738,7.0
85,1,1678835128210,46,reward,20,20,40.0,4.37,1.0,2.277,8.0
85,1,1678835198485,53,reward,20,0,20.0,5.362,1.0,2.153,9.0
85,1,1678835284760,60,reward,20,30,30.0,14.05,3.0,1.772,10.0
86,1,1678835284401,4,reward,20,30,20.0,2.249,3.0,5.957,1.0
86,1,1678835333574,10,reward,20,40,20.0,2.336,5.0,0.823,2.0
86,1,1678835417915,18,reward,20,10,80.0,2.35,2.0,2.626,3.0
86,1,1678835468471,24,reward,20,0,20.0,1.923,3.0,1.367,4.0
86,1,1678835529355,30,reward,20,20,30.0,3.448,4.0,1.298,5.0
86,1,1678835562284,34,reward,20,30,30.0,2.459,3.0,1.976,6.0
86,1,1678835643136,42,reward,20,20,20.0,2.9,3.0,2.171,7.0
86,1,1678835669684,46,reward,20,20,10.0,2.755,3.0,1.021,8.0
86,1,1678835727844,52,reward,20,0,20.0,2.612,3.0,1.719,9.0
86,1,1678835790646,59,reward,20,40,10.0,4.215,2.0,0.926,10.0
87,1,1678834767524,5,reward,20,20,40.0,1.94,5.0,5.507,1.0
87,1,1678834842094,11,reward,20,10,20.0,4.532,6.0,1.371,2.0
87,1,1678834923242,17,reward,20,20,20.0,6.821,7.0,3.236,3.0
87,1,1678834984569,22,reward,20,40,20.0,2.751,8.0,1.533,4.0
87,1,1678835071189,29,reward,20,0,10.0,2.487,6.0,1.324,5.0
87,1,1678835164045,36,reward,20,20,10.0,3.103,8.0,3.123,6.0
87,1,1678835245306,42,reward,20,40,50.0,1.985,4.0,2.279,7.0
87,1,1678835306527,47,reward,20,30,20.0,3.155,7.0,4.318,8.0
87,1,1678835388832,54,reward,20,30,10.0,3.177,6.0,1.133,9.0
87,1,1678835429971,58,reward,20,20,20.0,2.881,7.0,2.216,10.0
88,1,1678836314531,6,reward,20,40,60.0,2.978,7.0,1.478,1.0
88,1,1678836376118,10,reward,20,20,60.0,4.507,8.0,4.782,2.0
88,1,1678836511572,17,reward,20,20,80.0,3.445,7.0,1.663,3.0
88,1,1678836614510,23,reward,20,20,40.0,3.493,8.0,1.375,4.0
88,1,1678836708749,28,reward,20,30,60.0,2.366,7.0,2.62,5.0
88,1,1678836857445,35,reward,20,30,40.0,2.113,7.0,2.07,6.0
88,1,1678836971405,41,reward,20,10,40.0,3.34,8.0,1.405,7.0
88,1,1678837108314,48,reward,20,20,40.0,3.888,8.0,1.735,8.0
88,1,1678837171288,52,reward,20,0,40.0,4.314,8.0,1.006,9.0
