sub,mean_stim,val,conf,RT_val,RT_conf,trial
247,80,"[0.0, 70.0, 70.0, 80.0, 90.0, 90.0, 70.0, 100.0, 70.0, 70.0, 70.0]","[6.0, 10.0, 6.0, 7.0, 7.0, 8.0, 6.0, 10.0, 8.0, 8.0, 9.0]","[2.242, 1.516, 2.766, 1.766, 2.34, 3.621, 1.591, 1.524, 2.189, 1.792, 3.265]","[1.836, 1.063, 1.073, 1.191, 0.875, 1.473, 2.284, 1.011, 1.133, 1.131, 1.106]","[1, 5, 7, 11, 15, 18, 19, 23, 25, 28, 31, 34, 38, 40, 45, 47, 51, 54, 56, 60]"
248,-80,"[-20.0, -80.0, -90.0, -70.0, -80.0, -70.0, -90.0, -90.0, -90.0, -70.0, -80.0]","[5.0, 8.0, 7.0, 4.0, 8.0, 5.0, 4.0, 8.0, 5.0, 8.0, 5.0]","[2.88, 4.472, 2.754, 6.319, 3.931, 3.318, 2.955, 4.356, 5.025, 5.712, 1.864]","[2.404, 2.434, 1.316, 3.134, 1.222, 3.336, 1.798, 1.277, 1.513, 1.646, 2.497]","[1, 5, 7, 10, 14, 17, 20, 22, 26, 28, 33, 35, 38, 40, 44, 46, 50, 53, 57, 58]"
248,-50,"[-10.0, -60.0, -40.0, -30.0, -60.0, -70.0, -60.0, -40.0, -70.0, -50.0, -50.0]","[6.0, 6.0, 7.0, 1.0, 5.0, 5.0, 7.0, 5.0, 4.0, 7.0, 6.0]","[4.382, 47.934, 1.477, 6.054, 1.406, 4.886, 2.677, 3.866, 5.126, 1.893, 4.351]","[1.807, 1.892, 1.109, 1.608, 1.895, 1.286, 1.095, 1.827, 1.573, 1.864, 1.923]","[3, 6, 8, 11, 13, 16, 21, 24, 27, 29, 32, 36, 37, 42, 43, 47, 51, 52, 55, 59]"
248,-20,"[-30.0, -20.0, -40.0, -10.0, -30.0, -10.0, -30.0, -20.0, -20.0, -20.0, -10.0]","[4.0, 6.0, 3.0, 6.0, 5.0, 6.0, 6.0, 4.0, 6.0, 5.0, 8.0]","[3.029, 1.995, 3.457, 2.871, 6.557, 3.547, 2.282, 4.01, 1.865, 4.177, 4.883]","[2.26, 1.493, 1.303, 1.932, 1.361, 2.059, 1.724, 2.014, 2.087, 1.962, 1.935]","[2, 4, 9, 12, 15, 18, 19, 23, 25, 30, 31, 34, 39, 41, 45, 48, 49, 54, 56, 60]"
248,20,"[20.0, 10.0, 20.0, 10.0, 20.0, 30.0, 30.0, 10.0, 0.0, 10.0, 20.0]","[6.0, 8.0, 8.0, 5.0, 6.0, 8.0, 8.0, 4.0, 3.0, 2.0, 9.0]","[2.418, 2.995, 2.254, 4.791, 1.451, 3.222, 5.286, 1.825, 8.795, 2.187, 4.321]","[1.766, 1.986, 5.415, 1.663, 2.296, 1.577, 5.153, 4.023, 2.761, 2.911, 3.328]","[2, 6, 8, 12, 13, 16, 21, 22, 27, 28, 32, 36, 39, 40, 44, 46, 51, 54, 56, 59]"
248,50,"[60.0, 40.0, 60.0, 50.0, 60.0, 40.0, 60.0, 60.0, 40.0, 60.0, 50.0]","[7.0, 8.0, 10.0, 7.0, 8.0, 5.0, 6.0, 6.0, 6.0, 7.0, 6.0]","[2.241, 3.322, 2.722, 3.344, 4.519, 6.835, 2.242, 2.908, 5.868, 2.22, 2.839]","[1.626, 1.702, 1.28, 1.298, 1.555, 3.981, 3.387, 2.547, 3.611, 1.683, 4.006]","[3, 5, 9, 11, 15, 17, 19, 23, 25, 29, 31, 35, 37, 42, 43, 47, 50, 52, 57, 60]"
248,80,"[30.0, 100.0, 80.0, 100.0, 90.0, 80.0, 90.0, 80.0, 90.0, 90.0, 80.0]","[5.0, 10.0, 7.0, 8.0, 8.0, 7.0, 7.0, 5.0, 7.0, 4.0, 8.0]","[4.805, 1.654, 2.457, 1.795, 2.966, 2.973, 6.226, 2.389, 2.48, 1.685, 2.535]","[1.584, 1.235, 2.368, 1.755, 1.479, 2.165, 3.758, 1.771, 2.987, 1.596, 1.286]","[1, 4, 7, 10, 14, 18, 20, 24, 26, 30, 33, 34, 38, 41, 45, 48, 49, 53, 55, 58]"
249,-80,"[80.0, 10.0, -40.0, -20.0, -30.0, -70.0, -80.0, -80.0, -80.0, -80.0, -80.0]","[6.0, 3.0, 3.0, 3.0, 1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 2.0]","[4.969, 10.759, 2.569, 3.144, 1.776, 3.677, 4.725, 2.058, 3.989, 4.082, 2.062]","[3.798, 2.671, 2.095, 2.198, 1.83, 1.782, 1.728, 1.551, 1.366, 2.398, 1.759]","[2, 6, 8, 12, 14, 16, 20, 24, 26, 29, 31, 35, 39, 41, 45, 47, 49, 52, 57, 60]"
249,-50,"[60.0, -80.0, -20.0, -20.0, -30.0, -30.0, -30.0, -30.0, -40.0, -50.0, -40.0]","[6.0, 8.0, 4.0, 3.0, 2.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0]","[12.059, 2.791, 3.626, 2.614, 2.418, 1.779, 2.158, 1.91, 2.659, 1.754, 2.785]","[3.212, 2.206, 2.414, 1.95, 2.022, 2.358, 1.526, 1.711, 1.92, 1.726, 1.566]","[1, 4, 7, 10, 15, 17, 21, 22, 27, 30, 32, 36, 38, 40, 43, 48, 50, 53, 55, 58]"
249,-20,"[-100.0, -10.0, -20.0, -30.0, -30.0, -30.0, -30.0, -50.0, -30.0, -30.0, -30.0]","[7.0, 6.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0]","[3.021, 3.197, 2.111, 2.06, 2.092, 2.007, 4.178, 3.238, 2.744, 2.126, 2.181]","[3.022, 3.479, 2.167, 1.669, 1.847, 1.822, 1.734, 1.678, 2.206, 2.327, 1.975]","[3, 5, 9, 11, 13, 18, 19, 23, 25, 28, 33, 34, 37, 42, 44, 46, 51, 54, 56, 59]"
249,20,"[80.0, 50.0, 30.0, 50.0, 50.0, 50.0, 50.0, 30.0, 30.0, 30.0, 30.0]","[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]","[2.453, 2.416, 2.168, 2.421, 2.367, 1.786, 1.772, 2.002, 1.838, 1.725, 1.796]","[1.695, 1.608, 1.894, 1.685, 1.751, 1.983, 1.823, 1.695, 2.015, 6.677, 1.486]","[3, 4, 8, 11, 15, 18, 21, 24, 27, 28, 33, 36, 37, 42, 43, 48, 50, 52, 57, 59]"
249,50,"[30.0, 40.0, 50.0, 50.0, 50.0, 30.0, 50.0, 30.0, 40.0, 50.0, 50.0]","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 2.0]","[2.75, 2.624, 2.533, 2.104, 2.116, 2.231, 2.142, 2.11, 2.414, 2.239, 2.183]","[1.714, 1.679, 1.527, 1.854, 1.823, 2.718, 2.135, 1.807, 1.823, 1.703, 1.575]","[2, 6, 7, 12, 13, 16, 20, 22, 26, 29, 32, 34, 38, 41, 44, 46, 49, 54, 55, 58]"
249,80,"[50.0, 40.0, 70.0, 50.0, 70.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0]","[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0]","[1.942, 3.244, 3.042, 2.362, 3.051, 2.625, 2.779, 2.377, 2.484, 2.128, 2.917]","[3.143, 1.742, 2.11, 1.823, 1.574, 1.366, 2.039, 1.518, 1.471, 1.759, 1.519]","[1, 5, 9, 10, 14, 17, 19, 23, 25, 30, 31, 35, 39, 40, 45, 47, 51, 53, 56, 60]"
250,-80,"[-20.0, -30.0, -20.0, -60.0, -50.0, -20.0, -20.0, -20.0, -20.0, -30.0, -50.0]","[3.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0]","[3.399, 26.477, 3.17, 3.575, 2.237, 2.957, 2.383, 3.132, 7.146, 2.975, 2.138]","[4.87, 2.665, 2.062, 3.315, 1.984, 1.284, 10.768, 4.895, 3.271, 1.449, 1.53]","[3, 5, 9, 12, 15, 16, 19, 23, 26, 30, 32, 36, 39, 40, 45, 47, 50, 53, 56, 60]"
250,-50,"[-30.0, -20.0, -90.0, -60.0, -40.0, -30.0, -40.0, -20.0, -30.0, -30.0, -80.0]","[4.0, 4.0, 6.0, 2.0, 3.0, 4.0, 3.0, 4.0, 3.0, 3.0, 3.0]","[3.433, 5.558, 3.196, 3.48, 3.371, 2.696, 3.296, 2.17, 3.66, 2.825, 2.358]","[3.395, 2.468, 3.434, 1.39, 2.15, 2.198, 1.447, 4.012, 2.34, 1.487, 1.215]","[2, 4, 7, 10, 14, 17, 21, 24, 25, 28, 33, 34, 37, 41, 44, 48, 51, 54, 55, 59]"
250,-20,"[-40.0, -70.0, -50.0, -40.0, -20.0, -50.0, -20.0, -40.0, -20.0, -50.0, -20.0]","[4.0, 7.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 5.0, 4.0]","[5.063, 3.11, 3.093, 433.7, 3.035, 2.252, 2.207, 2.231, 2.11, 2.705, 2.783]","[7.634, 2.831, 1.976, 2.18, 1.914, 2.376, 2.132, 2.094, 1.525, 1.389, 1.46]","[1, 6, 8, 11, 13, 18, 20, 22, 27, 29, 31, 35, 38, 42, 43, 46, 49, 52, 57, 58]"
250,20,"[30.0, 70.0, 30.0, 20.0, 40.0, 20.0, 20.0, 40.0, 20.0, 20.0, 30.0]","[6.0, 7.0, 7.0, 5.0, 7.0, 8.0, 6.0, 7.0, 6.0, 6.0, 7.0]","[3.916, 2.999, 1.653, 1.594, 2.219, 2.118, 2.245, 1.882, 2.494, 1.574, 1.7]","[1.478, 2.322, 1.681, 1.553, 1.394, 1.463, 1.609, 1.211, 1.556, 1.691, 1.027]","[1, 6, 8, 11, 14, 16, 19, 23, 27, 29, 32, 36, 37, 42, 43, 46, 50, 52, 55, 59]"
250,50,"[40.0, 30.0, 20.0, 40.0, 40.0, 20.0, 40.0, 50.0, 60.0, 40.0, 30.0]","[5.0, 6.0, 6.0, 8.0, 7.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0]","[3.058, 39.951, 1.852, 2.626, 1.611, 1.935, 1.987, 1.894, 1.654, 1.622, 1.636]","[1.803, 1.593, 1.154, 1.875, 1.733, 1.378, 1.189, 1.736, 1.443, 1.377, 1.276]","[2, 5, 7, 10, 13, 18, 21, 22, 26, 30, 33, 34, 38, 41, 45, 47, 51, 53, 57, 58]"
250,80,"[30.0, 30.0, 80.0, 90.0, 80.0, 80.0, 100.0, 60.0, 20.0, 40.0, 30.0]","[6.0, 7.0, 8.0, 8.0, 8.0, 9.0, 10.0, 8.0, 6.0, 7.0, 7.0]","[2.403, 2.125, 4.251, 2.707, 3.026, 2.363, 2.594, 1.879, 2.018, 1.798, 2.237]","[3.129, 1.476, 2.225, 1.851, 1.564, 1.641, 5.184, 1.558, 2.189, 1.158, 1.549]","[3, 4, 9, 12, 15, 17, 20, 24, 25, 28, 31, 35, 39, 40, 44, 48, 49, 54, 56, 60]"
251,-80,"[-50.0, 70.0, -80.0, -80.0, -80.0, -80.0, -80.0, -80.0, -80.0, -80.0, -80.0]","[0.0, 3.0, 6.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0]","[4.277, 2.332, 3.898, 2.244, 2.698, 2.519, 3.462, 2.776, 1.786, 3.375, 1.784]","[1.606, 3.078, 2.227, 1.682, 1.186, 4.017, 1.769, 4.923, 2.124, 2.255, 1.874]","[1, 5, 7, 12, 14, 16, 21, 22, 27, 28, 32, 34, 37, 40, 44, 47, 49, 54, 56, 58]"
251,-50,"[-20.0, -50.0, -50.0, -50.0, -50.0, -50.0, -50.0, -60.0, -40.0, -50.0, -50.0]","[0.0, 3.0, 4.0, 8.0, 8.0, 8.0, 7.0, 7.0, 6.0, 7.0, 8.0]","[2.92, 1.826, 3.356, 2.339, 2.966, 3.005, 2.538, 1.872, 2.164, 3.277, 2.439]","[1.348, 2.488, 2.348, 3.356, 5.667, 2.767, 1.141, 6.11, 1.023, 1.278, 1.209]","[2, 4, 8, 10, 15, 18, 20, 23, 25, 29, 33, 36, 39, 42, 45, 46, 50, 52, 57, 59]"
251,-20,"[-20.0, -80.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0]","[0.0, 2.0, 4.0, 6.0, 7.0, 6.0, 7.0, 8.0, 8.0, 8.0, 8.0]","[5.398, 3.015, 2.421, 2.358, 3.867, 2.611, 2.297, 1.515, 2.029, 2.867, 1.825]","[3.1, 2.745, 2.711, 0.992, 1.319, 1.457, 2.187, 1.092, 3.411, 0.985, 1.216]","[3, 6, 9, 11, 13, 17, 19, 24, 26, 30, 31, 35, 38, 41, 43, 48, 51, 53, 55, 60]"
251,20,"[20.0, 40.0, 20.0, 10.0, 30.0, 20.0, 20.0, 20.0, 10.0, 20.0, 20.0]","[2.0, 5.0, 8.0, 7.0, 4.0, 6.0, 4.0, 5.0, 5.0, 5.0, 7.0]","[6.297, 2.529, 4.045, 6.817, 6.649, 3.429, 1.786, 1.886, 2.597, 2.878, 2.769]","[7.57, 1.256, 1.761, 1.622, 1.636, 1.412, 3.677, 1.884, 1.208, 1.712, 1.41]","[1, 5, 8, 10, 14, 17, 20, 23, 27, 28, 33, 36, 38, 40, 44, 47, 51, 53, 57, 59]"
251,50,"[60.0, 50.0, 40.0, 60.0, 50.0, 50.0, 50.0, 50.0, 40.0, 50.0, 50.0]","[3.0, 5.0, 6.0, 7.0, 5.0, 6.0, 7.0, 6.0, 6.0, 7.0, 7.0]","[2.262, 2.871, 10.544, 4.351, 6.63, 3.748, 1.883, 2.333, 3.432, 4.611, 2.056]","[6.182, 1.992, 1.332, 2.893, 2.145, 2.537, 1.333, 1.644, 2.628, 1.123, 3.575]","[3, 6, 9, 12, 15, 18, 19, 22, 26, 29, 31, 35, 39, 42, 45, 46, 49, 54, 56, 58]"
251,80,"[40.0, 90.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0]","[3.0, 7.0, 8.0, 9.0, 8.0, 8.0, 7.0, 8.0, 9.0, 8.0, 8.0]","[6.8, 5.711, 2.912, 1.936, 2.9, 1.6, 2.331, 2.375, 2.991, 4.734, 1.74]","[1.884, 1.566, 2.141, 2.491, 2.358, 2.768, 2.908, 1.83, 1.535, 5.752, 2.163]","[2, 4, 7, 11, 13, 16, 21, 24, 25, 30, 32, 34, 37, 41, 43, 48, 50, 52, 55, 60]"
253,-80,"[-60.0, -80.0, -60.0, -90.0, -90.0, -90.0, -90.0, -80.0, -100.0, -90.0, -90.0]","[3.0, 5.0, 8.0, 9.0, 9.0, 9.0, 7.0, 9.0, 8.0, 9.0, 9.0]","[2.723, 2.769, 1.266, 1.343, 1.322, 1.394, 1.534, 3.313, 1.553, 1.978, 1.528]","[1.028, 2.712, 1.558, 1.135, 1.717, 1.457, 3.611, 1.027, 1.625, 1.722, 1.576]","[3, 6, 9, 10, 13, 16, 20, 24, 25, 29, 31, 34, 38, 42, 45, 47, 51, 53, 56, 58]"
253,-50,"[-40.0, -40.0, -50.0, -40.0, -60.0, -50.0, -20.0, -30.0, -50.0, -40.0, -60.0]","[4.0, 10.0, 2.0, 7.0, 4.0, 7.0, 6.0, 6.0, 4.0, 7.0, 8.0]","[2.214, 1.588, 2.193, 1.526, 2.378, 2.763, 1.489, 1.825, 3.846, 2.142, 1.384]","[1.3, 1.27, 1.305, 2.128, 1.745, 1.36, 1.499, 1.528, 1.185, 1.533, 1.496]","[1, 4, 8, 12, 15, 18, 21, 23, 27, 28, 32, 35, 39, 40, 43, 46, 49, 54, 57, 59]"
253,-20,"[-20.0, -60.0, -40.0, -30.0, -30.0, -20.0, -30.0, -20.0, -30.0, -40.0, -20.0]","[5.0, 7.0, 5.0, 7.0, 8.0, 2.0, 7.0, 8.0, 7.0, 7.0, 8.0]","[4.205, 1.553, 1.585, 1.456, 2.942, 1.936, 2.642, 2.368, 2.124, 1.905, 1.74]","[1.236, 1.619, 1.048, 1.173, 2.164, 1.257, 1.296, 1.991, 2.845, 1.605, 1.626]","[2, 5, 7, 11, 14, 17, 19, 22, 26, 30, 33, 36, 37, 41, 44, 48, 50, 52, 55, 60]"
253,20,"[-50.0, -30.0, -40.0, -50.0, -60.0, -20.0, -50.0, -70.0, -20.0, -30.0, -10.0]","[3.0, 7.0, 7.0, 6.0, 6.0, 4.0, 5.0, 8.0, 7.0, 9.0, 8.0]","[2.185, 1.546, 1.276, 2.765, 1.49, 3.833, 1.998, 1.501, 2.628, 1.266, 1.534]","[2.461, 1.287, 0.983, 2.532, 3.58, 1.841, 1.575, 1.563, 2.21, 1.995, 1.051]","[1, 4, 9, 10, 15, 16, 20, 22, 27, 28, 32, 34, 38, 41, 44, 46, 50, 53, 55, 60]"
253,50,"[-40.0, -60.0, -60.0, -60.0, -40.0, -50.0, -60.0, -50.0, -40.0, -50.0, -60.0]","[2.0, 5.0, 8.0, 8.0, 8.0, 7.0, 8.0, 8.0, 9.0, 8.0, 9.0]","[1.785, 1.231, 1.102, 1.098, 2.764, 1.31, 1.911, 1.304, 1.311, 2.005, 2.338]","[1.375, 1.634, 1.73, 1.451, 1.792, 1.816, 1.456, 1.808, 2.947, 1.317, 0.985]","[2, 6, 7, 11, 13, 17, 21, 24, 25, 30, 33, 36, 39, 40, 43, 47, 49, 52, 57, 59]"
253,80,"[-20.0, -90.0, -80.0, -80.0, -70.0, -80.0, -80.0, -70.0, -80.0, -90.0, -80.0]","[2.0, 9.0, 9.0, 8.0, 7.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0]","[1.939, 1.797, 2.498, 1.164, 1.579, 1.72, 1.37, 2.397, 1.735, 1.69, 1.454]","[0.821, 1.211, 1.406, 1.174, 2.032, 1.642, 1.233, 0.945, 1.012, 1.529, 1.244]","[3, 5, 8, 12, 14, 18, 19, 23, 26, 29, 31, 35, 37, 42, 45, 48, 51, 54, 56, 58]"
254,-80,"[-50.0, -90.0, -100.0, -80.0, -90.0, -80.0, -90.0, -90.0, -80.0, -100.0, -80.0]","[7.0, 10.0, 8.0, 7.0, 9.0, 9.0, 8.0, 9.0, 9.0, 8.0, 9.0]","[3.937, 4.233, 3.183, 11.487, 4.887, 7.084, 3.548, 2.887, 8.302, 3.326, 3.006]","[1.463, 1.312, 2.298, 2.563, 1.49, 2.803, 2.4, 1.766, 1.871, 1.67, 2.188]","[2, 4, 7, 10, 13, 16, 19, 23, 25, 30, 31, 34, 39, 40, 45, 48, 51, 52, 55, 59]"
254,-50,"[-50.0, -20.0, -50.0, -40.0, -60.0, -40.0, -50.0, -60.0, -40.0, -50.0, -50.0]","[7.0, 8.0, 8.0, 7.0, 8.0, 6.0, 8.0, 9.0, 6.0, 9.0, 9.0]","[2.012, 4.548, 2.783, 4.936, 2.383, 18.591, 4.068, 4.023, 6.048, 2.739, 3.889]","[1.782, 1.419, 1.939, 2.496, 1.728, 1.536, 4.253, 2.093, 2.898, 2.379, 1.775]","[3, 5, 9, 11, 14, 18, 21, 22, 27, 28, 32, 35, 37, 42, 44, 47, 50, 53, 56, 58]"
254,-20,"[-10.0, -20.0, -30.0, -20.0, 0.0, -20.0, -20.0, -30.0, -20.0, -30.0, -30.0]","[6.0, 7.0, 7.0, 7.0, 2.0, 9.0, 9.0, 5.0, 8.0, 8.0, 9.0]","[8.275, 2.477, 4.23, 3.766, 3.617, 3.077, 2.169, 2.625, 3.432, 2.246, 3.344]","[4.069, 1.32, 2.285, 2.911, 7.633, 3.533, 2.639, 2.323, 3.388, 1.967, 1.707]","[1, 6, 8, 12, 15, 17, 20, 24, 26, 29, 33, 36, 38, 41, 43, 46, 49, 54, 57, 60]"
254,20,"[20.0, 20.0, 30.0, 20.0, 40.0, 10.0, 20.0, 10.0, 30.0, 10.0, 0.0]","[4.0, 10.0, 8.0, 8.0, 6.0, 6.0, 9.0, 6.0, 7.0, 10.0, 9.0]","[6.954, 2.521, 2.645, 3.679, 8.192, 6.525, 6.73, 1.743, 5.222, 2.482, 1.732]","[1.612, 2.409, 2.479, 2.77, 2.333, 2.571, 1.907, 1.115, 1.056, 0.945, 1.263]","[3, 4, 8, 12, 15, 16, 20, 24, 25, 30, 32, 36, 38, 42, 44, 48, 51, 54, 57, 60]"
254,50,"[60.0, 50.0, 50.0, 30.0, 50.0, 50.0, 50.0, 60.0, 60.0, 60.0, 40.0]","[3.0, 10.0, 9.0, 4.0, 7.0, 6.0, 8.0, 8.0, 8.0, 8.0, 7.0]","[8.712, 2.537, 2.758, 4.935, 4.167, 4.11, 2.777, 2.448, 6.789, 11.206, 3.582]","[3.314, 1.666, 2.299, 2.048, 3.559, 1.562, 2.39, 1.142, 0.955, 1.086, 1.371]","[2, 5, 7, 10, 13, 17, 21, 23, 26, 29, 31, 34, 37, 41, 43, 47, 49, 53, 55, 59]"
254,80,"[30.0, 80.0, 80.0, 80.0, 90.0, 80.0, 80.0, 100.0, 70.0, 90.0, 90.0]","[4.0, 10.0, 9.0, 7.0, 8.0, 7.0, 8.0, 9.0, 7.0, 9.0, 8.0]","[5.403, 5.378, 5.364, 6.804, 8.353, 4.582, 4.494, 4.738, 2.597, 1.924, 2.655]","[3.286, 1.897, 1.88, 5.777, 3.624, 1.784, 1.761, 1.118, 0.973, 2.801, 1.404]","[1, 6, 9, 11, 14, 18, 19, 22, 27, 28, 33, 35, 39, 40, 45, 46, 50, 52, 56, 58]"
256,-80,"[-40.0, -60.0, -70.0, -90.0, -80.0, -80.0, -90.0, -70.0, -70.0, -80.0, -80.0]","[3.0, 1.0, 4.0, 4.0, 5.0, 6.0, 7.0, 6.0, 7.0, 8.0, 8.0]","[4.753, 5.577, 2.982, 4.36, 4.47, 4.27, 4.22, 4.914, 5.948, 3.167, 8.876]","[3.585, 2.596, 2.315, 3.738, 3.035, 1.832, 2.474, 2.422, 3.031, 3.198, 2.898]","[2, 5, 8, 12, 13, 17, 20, 23, 26, 30, 31, 36, 37, 40, 44, 46, 51, 54, 55, 60]"
256,-50,"[-90.0, -40.0, -50.0, -60.0, -60.0, -60.0, -60.0, -50.0, -60.0, -50.0, -60.0]","[2.0, 1.0, 3.0, 4.0, 5.0, 5.0, 8.0, 7.0, 8.0, 8.0, 8.0]","[5.878, 3.683, 3.894, 6.97, 2.986, 3.039, 5.408, 3.727, 6.807, 3.833, 4.729]","[2.493, 2.229, 3.337, 4.414, 3.634, 2.707, 2.393, 4.516, 2.749, 3.111, 2.764]","[3, 4, 9, 10, 14, 16, 19, 24, 25, 28, 33, 35, 38, 41, 45, 48, 49, 52, 56, 59]"
256,-20,"[-50.0, -20.0, -40.0, -20.0, -30.0, -20.0, -30.0, -30.0, -20.0, -20.0, -30.0]","[3.0, 2.0, 3.0, 5.0, 5.0, 6.0, 7.0, 7.0, 7.0, 9.0, 8.0]","[4.868, 3.173, 3.877, 4.186, 2.646, 3.233, 2.68, 2.717, 4.08, 4.427, 3.684]","[2.4, 2.208, 3.308, 2.175, 3.137, 2.817, 3.807, 2.816, 2.909, 2.296, 3.28]","[1, 6, 7, 11, 15, 18, 21, 22, 27, 29, 32, 34, 39, 42, 43, 47, 50, 53, 57, 58]"
256,20,"[20.0, 40.0, 40.0, 80.0, 50.0, 30.0, 20.0, 30.0, 20.0, 20.0, 10.0]","[5.0, 3.0, 4.0, 4.0, 4.0, 5.0, 6.0, 7.0, 6.0, 7.0, 6.0]","[8.019, 3.771, 7.523, 4.497, 6.713, 2.992, 3.609, 2.675, 2.634, 5.858, 2.754]","[13.984, 3.739, 2.775, 3.055, 3.752, 2.478, 2.242, 4.278, 3.151, 2.91, 3.222]","[3, 4, 7, 12, 13, 16, 19, 22, 27, 29, 31, 34, 37, 42, 44, 48, 50, 52, 56, 60]"
256,50,"[40.0, 40.0, 60.0, 20.0, 50.0, 60.0, 50.0, 60.0, 50.0, 50.0, 40.0]","[6.0, 4.0, 5.0, 4.0, 4.0, 5.0, 6.0, 7.0, 7.0, 7.0, 6.0]","[5.177, 19.254, 2.945, 6.273, 3.225, 3.629, 3.257, 2.942, 3.135, 4.435, 3.488]","[2.975, 2.812, 2.318, 3.037, 2.885, 2.016, 2.489, 2.324, 2.673, 3.886, 2.425]","[1, 5, 9, 11, 15, 17, 21, 24, 25, 30, 33, 35, 39, 41, 45, 47, 49, 54, 57, 58]"
256,80,"[20.0, 50.0, 40.0, 40.0, 80.0, 70.0, 80.0, 90.0, 80.0, 80.0, 100.0]","[5.0, 4.0, 3.0, 4.0, 4.0, 5.0, 6.0, 7.0, 7.0, 7.0, 7.0]","[3.739, 5.51, 6.701, 4.489, 6.975, 3.749, 3.454, 3.662, 3.278, 4.103, 3.676]","[2.607, 3.02, 4.383, 2.286, 2.079, 3.483, 1.896, 2.474, 3.089, 2.543, 3.098]","[2, 6, 8, 10, 14, 18, 20, 23, 26, 28, 32, 36, 38, 40, 43, 46, 51, 53, 55, 59]"
257,-80,"[-60.0, -80.0, -80.0, -80.0, -80.0, -90.0, -80.0, -80.0, -80.0, -80.0, -80.0]","[1.0, 7.0, 8.0, 9.0, 10.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0]","[2.208, 1.613, 1.429, 2.417, 1.612, 2.424, 1.939, 1.474, 1.492, 2.063, 1.719]","[1.425, 1.062, 1.01, 1.035, 0.887, 1.397, 0.981, 0.716, 1.523, 1.038, 0.861]","[3, 5, 7, 10, 13, 16, 21, 24, 25, 28, 32, 34, 37, 41, 43, 48, 50, 52, 56, 59]"
257,-50,"[-50.0, -60.0, -50.0, -60.0, -60.0, -60.0, -60.0, -50.0, -50.0, -50.0, -50.0]","[2.0, 8.0, 7.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 9.0, 10.0]","[1.898, 1.46, 2.175, 1.755, 1.36, 1.799, 3.71, 1.62, 1.857, 1.987, 1.355]","[1.651, 1.199, 1.445, 0.799, 1.404, 1.054, 1.07, 1.003, 0.938, 1.133, 1.215]","[2, 6, 9, 12, 15, 17, 20, 22, 26, 29, 31, 35, 39, 40, 45, 47, 49, 53, 57, 58]"
257,-20,"[-20.0, -20.0, -30.0, -20.0, -30.0, -30.0, -20.0, -20.0, -20.0, -20.0, -20.0]","[2.0, 6.0, 8.0, 9.0, 9.0, 10.0, 9.0, 10.0, 10.0, 9.0, 9.0]","[2.31, 1.318, 1.742, 2.663, 1.801, 2.281, 1.675, 1.892, 1.509, 1.504, 1.485]","[2.328, 1.366, 1.029, 1.267, 1.776, 0.953, 1.085, 0.821, 0.708, 1.069, 1.526]","[1, 4, 8, 11, 14, 18, 19, 23, 27, 30, 33, 36, 38, 42, 44, 46, 51, 54, 55, 60]"
257,20,"[30.0, 70.0, 50.0, 40.0, 40.0, 30.0, 20.0, 20.0, 10.0, 20.0, 20.0]","[1.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0]","[5.089, 2.222, 1.668, 1.994, 1.875, 1.773, 1.637, 1.643, 2.64, 11.01, 1.658]","[1.801, 1.31, 1.678, 1.994, 1.459, 1.058, 1.053, 1.187, 1.138, 2.268, 2.023]","[2, 5, 7, 12, 13, 16, 19, 22, 26, 28, 31, 34, 38, 42, 45, 48, 49, 52, 55, 59]"
