sub,mean_stim,val,conf,RT_val,RT_conf,trial
257,50,"[20.0, 40.0, 40.0, 50.0, 50.0, 60.0, 50.0, 50.0, 50.0, 60.0, 50.0]","[1.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0]","[2.832, 3.533, 1.746, 1.401, 1.361, 2.14, 1.709, 2.099, 1.624, 1.524, 2.75]","[2.085, 1.219, 0.913, 1.393, 1.119, 1.774, 1.314, 1.005, 1.03, 1.572, 1.721]","[1, 4, 8, 11, 14, 18, 20, 23, 25, 30, 33, 36, 39, 41, 43, 47, 51, 54, 57, 60]"
257,80,"[60.0, 70.0, 60.0, 60.0, 80.0, 60.0, 80.0, 70.0, 60.0, 80.0, 70.0]","[1.0, 8.0, 9.0, 9.0, 9.0, 9.0, 10.0, 9.0, 7.0, 9.0, 9.0]","[2.369, 1.511, 2.457, 1.485, 1.712, 1.439, 2.675, 1.859, 2.13, 3.376, 3.973]","[1.583, 2.299, 0.909, 1.352, 2.456, 2.481, 1.349, 1.238, 1.032, 3.065, 1.44]","[3, 6, 9, 10, 15, 17, 21, 24, 27, 29, 32, 35, 37, 40, 44, 46, 50, 53, 56, 58]"
259,-80,"[-40.0, -100.0, -80.0, -90.0, -20.0, -10.0, -30.0, -70.0, -60.0, -40.0, -100.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0]","[5.438, 2.907, 11.656, 2.729, 8.734, 10.119, 3.853, 5.49, 11.416, 2.147, 5.047]","[3.202, 2.123, 2.903, 1.797, 1.959, 1.633, 1.852, 2.784, 5.249, 3.91, 2.234]","[2, 4, 7, 12, 14, 18, 19, 24, 25, 30, 32, 34, 38, 40, 45, 47, 51, 53, 55, 58]"
259,-50,"[-60.0, -50.0, -40.0, -70.0, -80.0, -70.0, -20.0, -40.0, -80.0, -40.0, -40.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.0, 3.0, 0.0, 0.0, 1.0]","[33.581, 16.744, 10.595, 4.869, 5.28, 4.348, 7.323, 30.978, 4.209, 8.161, 4.21]","[2.209, 2.581, 2.285, 1.666, 2.216, 1.693, 2.379, 1.689, 2.7, 2.249, 2.805]","[3, 5, 9, 10, 13, 17, 21, 23, 26, 29, 31, 35, 37, 42, 44, 46, 50, 52, 57, 60]"
259,-20,"[-50.0, -70.0, -10.0, -30.0, -40.0, -30.0, -40.0, -30.0, -100.0, -60.0, 0.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.0, 3.0, 1.0, 1.0, 1.0]","[3.826, 3.893, 4.525, 3.542, 4.656, 2.214, 8.735, 11.044, 8.284, 5.185, 3.219]","[2.369, 2.23, 1.977, 1.773, 1.605, 1.708, 3.386, 2.576, 5.182, 2.785, 3.073]","[1, 6, 8, 11, 15, 16, 20, 22, 27, 28, 33, 36, 39, 41, 43, 48, 49, 54, 56, 59]"
259,20,"[40.0, 60.0, 60.0, 50.0, 20.0, 10.0, 10.0, 10.0, 20.0, 0.0, 20.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0, 3.0]","[3.187, 3.362, 4.343, 5.458, 2.323, 11.369, 2.362, 3.279, 3.935, 3.389, 2.113]","[2.147, 2.166, 1.306, 1.198, 3.692, 1.239, 3.139, 3.003, 6.398, 2.878, 1.847]","[3, 5, 9, 11, 13, 18, 21, 22, 25, 30, 33, 36, 39, 41, 44, 48, 50, 53, 55, 60]"
259,50,"[40.0, 60.0, 60.0, 50.0, 30.0, 50.0, 60.0, 10.0, 60.0, 70.0, 70.0]","[3.0, 8.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 3.0, 4.0, 4.0]","[7.581, 3.397, 2.339, 6.738, 5.955, 8.278, 11.789, 9.619, 2.665, 7.437, 3.611]","[3.375, 2.597, 1.41, 1.657, 2.362, 2.397, 1.488, 3.321, 2.114, 3.799, 2.123]","[2, 4, 8, 12, 15, 17, 19, 23, 26, 29, 31, 35, 38, 42, 45, 47, 51, 54, 57, 59]"
259,80,"[40.0, 40.0, 50.0, 40.0, 80.0, 90.0, 100.0, 90.0, 100.0, 80.0, 70.0]","[2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0]","[4.931, 7.723, 20.552, 3.79, 3.805, 3.878, 8.865, 7.634, 13.485, 24.021, 54.482]","[3.958, 1.397, 1.735, 1.531, 1.294, 1.298, 2.672, 2.65, 1.661, 2.048, 2.149]","[1, 6, 7, 10, 14, 16, 20, 24, 27, 28, 32, 34, 37, 40, 43, 46, 49, 52, 56, 58]"
260,-80,"[-60.0, -80.0, -50.0, -60.0, -60.0, -40.0, -60.0, -40.0, -60.0, -60.0, -60.0]","[8.0, 8.0, 7.0, 8.0, 8.0, 8.0, 7.0, 8.0, 7.0, 8.0, 7.0]","[2.072, 3.672, 3.514, 2.056, 2.179, 2.59, 1.537, 1.673, 1.714, 1.325, 2.093]","[2.826, 1.658, 2.928, 0.967, 1.253, 1.312, 1.51, 0.844, 0.919, 2.167, 0.972]","[3, 6, 9, 10, 14, 16, 20, 22, 25, 29, 32, 34, 38, 40, 43, 47, 50, 53, 55, 59]"
260,-50,"[50.0, -70.0, -60.0, -70.0, -70.0, -60.0, -60.0, -50.0, -60.0, -60.0, -70.0]","[7.0, 7.0, 8.0, 8.0, 7.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0]","[1.699, 2.581, 2.391, 1.473, 1.972, 2.319, 1.634, 1.558, 1.346, 2.049, 4.368]","[0.965, 1.896, 0.886, 2.187, 1.931, 1.207, 0.929, 1.041, 0.979, 0.87, 1.752]","[2, 4, 8, 11, 15, 18, 21, 23, 27, 30, 31, 36, 37, 42, 44, 48, 49, 52, 56, 58]"
260,-20,"[60.0, -70.0, -70.0, -50.0, -40.0, -50.0, -60.0, -60.0, -70.0, -40.0, -60.0]","[7.0, 9.0, 8.0, 7.0, 8.0, 8.0, 8.0, 8.0, 7.0, 9.0, 8.0]","[3.053, 2.382, 1.736, 1.671, 1.573, 1.609, 2.512, 1.567, 2.631, 1.48, 1.814]","[1.899, 1.945, 1.029, 0.883, 1.989, 1.032, 1.027, 0.935, 2.41, 0.9, 1.058]","[1, 5, 7, 12, 13, 17, 19, 24, 26, 28, 33, 35, 39, 41, 45, 46, 51, 54, 57, 60]"
260,20,"[60.0, 50.0, 60.0, 50.0, 50.0, 60.0, 60.0, 60.0, 70.0, 70.0, 80.0]","[8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 8.0, 8.0, 8.0, 9.0]","[2.629, 1.786, 1.427, 2.615, 3.021, 1.425, 2.008, 4.676, 1.654, 1.484, 1.719]","[1.36, 2.291, 1.157, 1.325, 1.125, 2.094, 1.509, 1.42, 1.594, 0.814, 2.688]","[3, 6, 8, 11, 14, 17, 20, 22, 26, 30, 33, 34, 39, 41, 45, 46, 49, 52, 57, 58]"
260,50,"[60.0, 60.0, 50.0, 70.0, 60.0, 60.0, 70.0, 70.0, 70.0, 70.0, 60.0]","[7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0]","[1.884, 1.528, 1.726, 3.764, 1.981, 1.668, 2.181, 1.605, 1.433, 1.788, 1.751]","[1.135, 1.501, 2.03, 1.249, 0.995, 0.804, 1.834, 0.939, 1.122, 0.992, 1.09]","[2, 4, 9, 12, 15, 18, 21, 23, 27, 28, 31, 35, 37, 42, 43, 47, 50, 54, 55, 60]"
260,80,"[40.0, 50.0, 70.0, 60.0, 60.0, 80.0, 50.0, 60.0, 60.0, 50.0, 60.0]","[8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0]","[1.811, 3.802, 1.361, 1.757, 1.403, 2.126, 2.379, 2.777, 1.853, 1.716, 2.368]","[3.482, 1.32, 1.43, 1.19, 0.803, 1.101, 1.009, 1.538, 0.904, 1.03, 1.057]","[1, 5, 7, 10, 13, 16, 19, 24, 25, 29, 32, 36, 38, 40, 44, 48, 51, 53, 56, 59]"
261,-80,"[-60.0, -40.0, -60.0, -40.0, -80.0, -80.0, -70.0, -60.0, -80.0, -60.0, -90.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 2.0, 2.0, 5.0, 0.0, 0.0]","[1.903, 2.082, 1.832, 1.78, 2.3, 2.228, 1.797, 4.636, 1.939, 2.183, 2.244]","[1.435, 1.011, 1.799, 0.844, 1.335, 1.316, 1.055, 1.165, 0.847, 0.873, 0.899]","[2, 5, 8, 12, 15, 18, 20, 24, 26, 29, 33, 36, 38, 41, 45, 48, 50, 52, 56, 60]"
261,-50,"[-60.0, -60.0, -40.0, -50.0, -60.0, -40.0, -60.0, -40.0, -50.0, -60.0, -50.0]","[0.0, 1.0, 0.0, 3.0, 1.0, 1.0, 1.0, 3.0, 1.0, 0.0, 1.0]","[2.451, 1.455, 2.568, 3.823, 1.987, 2.322, 2.624, 2.163, 3.302, 1.845, 4.381]","[1.101, 0.773, 0.914, 2.004, 2.749, 1.686, 1.368, 0.984, 1.096, 1.011, 1.203]","[3, 4, 9, 11, 13, 17, 21, 23, 27, 30, 31, 34, 39, 42, 43, 47, 49, 53, 57, 59]"
261,-20,"[-20.0, -20.0, -60.0, -20.0, 0.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 5.0, 3.0, 5.0, 2.0, 2.0]","[3.273, 1.683, 1.878, 1.748, 1.434, 2.269, 1.586, 2.329, 2.618, 3.007, 1.44]","[1.141, 1.065, 1.24, 1.823, 0.927, 1.294, 0.798, 2.197, 1.122, 2.096, 1.331]","[1, 6, 7, 10, 14, 16, 19, 22, 25, 28, 32, 35, 37, 40, 44, 46, 51, 54, 55, 58]"
261,20,"[20.0, 20.0, 40.0, 60.0, 20.0, 40.0, 20.0, 40.0, 20.0, 20.0, 60.0]","[0.0, 5.0, 2.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[4.704, 2.519, 2.612, 2.527, 1.421, 2.629, 5.205, 1.65, 2.805, 1.318, 1.436]","[1.937, 1.377, 1.511, 1.022, 1.038, 1.172, 1.135, 0.876, 1.372, 0.908, 0.669]","[1, 5, 7, 10, 14, 16, 21, 22, 25, 30, 33, 36, 39, 41, 44, 46, 51, 54, 55, 60]"
261,50,"[40.0, 60.0, 40.0, 40.0, 40.0, 40.0, 40.0, 20.0, 50.0, 20.0, 60.0]","[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 3.0, 1.0, 1.0]","[3.049, 1.625, 2.972, 2.73, 7.666, 2.015, 2.086, 1.958, 2.427, 1.624, 1.261]","[1.859, 1.288, 2.511, 1.728, 0.934, 0.918, 1.461, 1.13, 1.231, 1.234, 0.781]","[2, 6, 9, 12, 15, 18, 20, 24, 27, 29, 31, 35, 37, 40, 45, 48, 50, 52, 57, 59]"
261,80,"[100.0, 80.0, 60.0, 60.0, 60.0, 80.0, 80.0, 40.0, 80.0, 80.0, 80.0]","[0.0, 5.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 3.0, 2.0, 1.0]","[2.099, 4.299, 1.938, 1.924, 2.624, 1.786, 1.801, 1.746, 2.758, 1.987, 1.782]","[1.459, 2.259, 1.192, 1.154, 1.216, 3.144, 2.632, 2.071, 2.177, 1.546, 1.247]","[3, 4, 8, 11, 13, 17, 19, 23, 26, 28, 32, 34, 38, 42, 43, 47, 49, 53, 56, 58]"
262,-80,"[-30.0, -10.0, -70.0, -10.0, -60.0, -10.0, -100.0, -100.0, -100.0, -90.0, -90.0]","[1.0, 10.0, 8.0, 0.0, 5.0, 1.0, 10.0, 9.0, 9.0, 9.0, 10.0]","[6.714, 3.979, 5.161, 2.866, 3.496, 2.336, 1.542, 1.769, 1.951, 1.871, 2.32]","[2.019, 1.585, 1.769, 1.845, 3.283, 1.773, 0.721, 1.297, 0.872, 0.735, 1.238]","[3, 5, 7, 11, 13, 16, 20, 23, 26, 30, 33, 34, 37, 42, 43, 46, 49, 54, 55, 58]"
262,-50,"[-30.0, -50.0, -50.0, -100.0, -30.0, -50.0, -30.0, -30.0, -20.0, -60.0, -60.0]","[8.0, 10.0, 8.0, 0.0, 10.0, 10.0, 2.0, 8.0, 9.0, 8.0, 8.0]","[7.086, 4.678, 3.059, 2.222, 2.142, 2.055, 3.815, 36.599, 4.686, 3.526, 2.071]","[5.111, 1.447, 3.958, 2.11, 0.888, 0.864, 1.014, 0.817, 1.403, 0.733, 0.708]","[1, 4, 8, 10, 14, 18, 21, 22, 27, 29, 31, 36, 39, 40, 44, 47, 51, 52, 56, 60]"
262,-20,"[-50.0, -80.0, -80.0, -80.0, -30.0, -30.0, -20.0, -20.0, -10.0, -10.0, -10.0]","[5.0, 3.0, 2.0, 8.0, 2.0, 10.0, 6.0, 10.0, 10.0, 9.0, 9.0]","[4.935, 6.41, 8.881, 4.978, 3.878, 2.549, 3.523, 1.534, 3.172, 2.155, 2.441]","[1.447, 2.327, 2.304, 4.251, 1.627, 0.992, 5.197, 1.896, 1.208, 1.622, 0.891]","[2, 6, 9, 12, 15, 17, 19, 24, 25, 28, 32, 35, 38, 41, 45, 48, 50, 53, 57, 59]"
262,20,"[90.0, 20.0, 30.0, 20.0, 80.0, 0.0, 10.0, 0.0, 10.0, 20.0, 30.0]","[7.0, 9.0, 7.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0, 8.0, 9.0]","[2.972, 2.309, 2.926, 3.669, 2.046, 1.173, 3.106, 3.761, 1.729, 1.758, 3.743]","[1.413, 0.925, 1.405, 1.813, 1.265, 1.205, 1.264, 1.178, 1.401, 0.948, 0.858]","[2, 5, 9, 12, 15, 16, 19, 23, 26, 29, 31, 36, 38, 40, 43, 48, 51, 54, 55, 59]"
262,50,"[50.0, 50.0, 50.0, 60.0, 40.0, 30.0, 30.0, 40.0, 40.0, 40.0, 50.0]","[5.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0, 10.0, 9.0, 10.0]","[3.173, 1.423, 1.895, 2.566, 4.352, 1.634, 3.097, 2.975, 1.316, 1.594, 1.801]","[1.587, 1.015, 1.777, 1.272, 1.155, 1.452, 1.431, 1.411, 0.993, 0.963, 1.147]","[1, 4, 7, 10, 13, 18, 20, 22, 27, 28, 33, 34, 39, 41, 45, 47, 50, 53, 56, 60]"
262,80,"[40.0, 90.0, 90.0, 90.0, 80.0, 80.0, 100.0, 80.0, 80.0, 90.0, 90.0]","[6.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0]","[2.047, 1.666, 1.358, 1.502, 1.57, 2.387, 2.2, 1.637, 1.866, 2.25, 2.26]","[0.991, 0.996, 1.855, 1.359, 1.352, 2.19, 1.245, 1.022, 1.303, 1.453, 1.066]","[3, 6, 8, 11, 14, 17, 21, 24, 25, 30, 32, 35, 37, 42, 44, 46, 49, 52, 57, 58]"
